list_cat	KOG_id	kog_des
R	KOG0491	General function prediction only 
R	KOG0492	General function prediction only 
R	KOG0493	General function prediction only 
R	KOG0494	General function prediction only 
R	KOG0502	General function prediction only 
R	KOG0504	General function prediction only 
R	KOG0508	General function prediction only 
R	KOG0598	General function prediction only 
R	KOG0510	General function prediction only 
R	KOG0511	General function prediction only 
R	KOG0514	General function prediction only 
R	KOG0522	General function prediction only 
R	KOG0553	General function prediction only 
R	KOG0562	General function prediction only 
R	KOG0567	General function prediction only 
R	KOG0584	General function prediction only 
R	KOG0586	General function prediction only 
R	KOG0589	General function prediction only 
R	KOG0593	General function prediction only 
R	KOG0594	General function prediction only 
R	KOG0597	General function prediction only 
R	KOG0605	General function prediction only 
R	KOG0610	General function prediction only 
R	KOG0611	General function prediction only 
R	KOG0619	General function prediction only 
R	KOG3511	General function prediction only 
R	KOG0644	General function prediction only 
R	KOG0645	General function prediction only 
R	KOG0646	General function prediction only 
R	KOG0649	General function prediction only 
R	KOG0663	General function prediction only 
R	KOG0667	General function prediction only 
R	KOG0725	General function prediction only 
R	KOG2789	General function prediction only 
R	KOG3536	General function prediction only 
R	KOG0814	General function prediction only 
R	KOG2816	General function prediction only 
R	KOG0835	General function prediction only 
R	KOG3555	General function prediction only 
R	KOG0949	General function prediction only 
R	KOG1877	General function prediction only 
R	KOG0954	General function prediction only 
R	KOG0955	General function prediction only 
R	KOG3602	General function prediction only 
R	KOG2853	General function prediction only 
R	KOG3605	General function prediction only 
R	KOG2878	General function prediction only 
R	KOG0509	General function prediction only 
R	KOG2891	General function prediction only 
R	KOG3618	General function prediction only 
R	KOG1030	General function prediction only 
R	KOG2896	General function prediction only 
R	KOG3636	General function prediction only 
R	KOG3639	General function prediction only 
R	KOG2904	General function prediction only 
R	KOG3649	General function prediction only 
R	KOG3650	General function prediction only 
R	KOG1089	General function prediction only 
R	KOG3665	General function prediction only 
R	KOG2934	General function prediction only 
R	KOG0143	General function prediction only 
R	KOG1108	General function prediction only 
R	KOG1610	General function prediction only 
R	KOG0017	General function prediction only 
R	KOG0038	General function prediction only 
R	KOG0041	General function prediction only 
R	KOG0074	General function prediction only 
R	KOG0075	General function prediction only 
R	KOG0079	General function prediction only 
R	KOG0080	General function prediction only 
R	KOG0083	General function prediction only 
R	KOG0088	General function prediction only 
R	KOG0091	General function prediction only 
R	KOG0110	General function prediction only 
R	KOG0112	General function prediction only 
R	KOG0114	General function prediction only 
R	KOG0118	General function prediction only 
R	KOG0125	General function prediction only 
R	KOG0126	General function prediction only 
R	KOG0130	General function prediction only 
R	KOG0149	General function prediction only 
R	KOG0151	General function prediction only 
R	KOG0153	General function prediction only 
R	KOG0154	General function prediction only 
R	KOG0206	General function prediction only 
R	KOG0226	General function prediction only 
R	KOG0231	General function prediction only 
R	KOG4010	General function prediction only 
R	KOG0253	General function prediction only 
R	KOG4061	General function prediction only 
R	KOG0255	General function prediction only 
R	KOG4095	General function prediction only 
R	KOG0274	General function prediction only 
R	KOG4131	General function prediction only 
R	KOG0286	General function prediction only 
R	KOG4144	General function prediction only 
R	KOG1336	General function prediction only 
R	KOG0302	General function prediction only 
R	KOG1347	General function prediction only 
R	KOG4197	General function prediction only 
R	KOG2151	General function prediction only 
R	KOG4208	General function prediction only 
R	KOG1421	General function prediction only 
R	KOG4234	General function prediction only 
R	KOG1432	General function prediction only 
R	KOG4246	General function prediction only 
R	KOG1457	General function prediction only 
R	KOG4253	General function prediction only 
R	KOG1477	General function prediction only 
R	KOG4272	General function prediction only 
R	KOG4276	General function prediction only 
R	KOG1491	General function prediction only 
R	KOG4288	General function prediction only 
R	KOG4299	General function prediction only 
R	KOG1512	General function prediction only 
R	KOG4307	General function prediction only 
R	KOG4312	General function prediction only 
R	KOG4314	General function prediction only 
R	KOG4315	General function prediction only 
R	KOG1533	General function prediction only 
R	KOG4329	General function prediction only 
R	KOG4331	General function prediction only 
R	KOG4334	General function prediction only 
R	KOG4339	General function prediction only 
R	KOG4341	General function prediction only 
R	KOG4347	General function prediction only 
R	KOG4350	General function prediction only 
R	KOG4355	General function prediction only 
R	KOG4357	General function prediction only 
R	KOG4359	General function prediction only 
R	KOG4366	General function prediction only 
R	KOG4368	General function prediction only 
R	KOG4372	General function prediction only 
R	KOG4373	General function prediction only 
R	KOG4377	General function prediction only 
R	KOG4380	General function prediction only 
R	KOG4384	General function prediction only 
R	KOG4391	General function prediction only 
R	KOG4398	General function prediction only 
R	KOG4399	General function prediction only 
R	KOG4403	General function prediction only 
R	KOG4407	General function prediction only 
R	KOG4409	General function prediction only 
R	KOG4417	General function prediction only 
R	KOG4429	General function prediction only 
R	KOG4431	General function prediction only 
R	KOG4432	General function prediction only 
R	KOG4433	General function prediction only 
R	KOG4436	General function prediction only 
R	KOG4443	General function prediction only 
R	KOG4454	General function prediction only 
R	KOG4485	General function prediction only 
R	KOG4488	General function prediction only 
R	KOG4497	General function prediction only 
R	KOG0804	General function prediction only 
R	KOG4520	General function prediction only 
R	KOG4525	General function prediction only 
R	KOG3547	General function prediction only 
R	KOG4532	General function prediction only 
R	KOG4535	General function prediction only 
R	KOG4538	General function prediction only 
R	KOG4547	General function prediction only 
R	KOG4549	General function prediction only 
R	KOG1880	General function prediction only 
R	KOG4574	General function prediction only 
R	KOG0957	General function prediction only 
R	KOG4579	General function prediction only 
R	KOG0974	General function prediction only 
R	KOG3612	General function prediction only 
R	KOG1016	General function prediction only 
R	KOG1917	General function prediction only 
R	KOG1931	General function prediction only 
R	KOG3628	General function prediction only 
R	KOG1944	General function prediction only 
R	KOG4622	General function prediction only 
R	KOG1072	General function prediction only 
R	KOG3647	General function prediction only 
R	KOG4678	General function prediction only 
R	KOG4155	General function prediction only 
R	KOG2010	General function prediction only 
R	KOG1093	General function prediction only 
R	KOG1102	General function prediction only 
R	KOG0059	General function prediction only 
R	KOG1109	General function prediction only 
R	KOG1110	General function prediction only 
R	KOG1124	General function prediction only 
R	KOG1125	General function prediction only 
R	KOG1128	General function prediction only 
R	KOG1129	General function prediction only 
R	KOG1134	General function prediction only 
R	KOG3792	General function prediction only 
R	KOG1188	General function prediction only 
R	KOG3807	General function prediction only 
R	KOG1227	General function prediction only 
R	KOG3824	General function prediction only 
R	KOG1233	General function prediction only 
R	KOG3837	General function prediction only 
R	KOG1235	General function prediction only 
R	KOG3866	General function prediction only 
R	KOG1238	General function prediction only 
R	KOG3880	General function prediction only 
R	KOG1246	General function prediction only 
R	KOG3912	General function prediction only 
R	KOG1262	General function prediction only 
R	KOG3943	General function prediction only 
R	KOG1273	General function prediction only 
R	KOG3953	General function prediction only 
R	KOG1280	General function prediction only 
R	KOG4561	General function prediction only 
R	KOG1310	General function prediction only 
R	KOG4044	General function prediction only 
R	KOG1312	General function prediction only 
R	KOG4084	General function prediction only 
R	KOG1314	General function prediction only 
R	KOG4101	General function prediction only 
R	KOG1331	General function prediction only 
R	KOG4138	General function prediction only 
R	KOG3351	General function prediction only 
R	KOG0606	General function prediction only 
R	KOG1665	General function prediction only 
R	KOG4180	General function prediction only 
R	KOG1673	General function prediction only 
R	KOG4198	General function prediction only 
R	KOG1400	General function prediction only 
R	KOG4227	General function prediction only 
R	KOG1699	General function prediction only 
R	KOG3135	General function prediction only 
R	KOG1269	General function prediction only 
R	KOG3139	General function prediction only 
R	KOG4729	General function prediction only 
R	KOG3163	General function prediction only 
R	KOG3239	General function prediction only 
R	KOG3165	General function prediction only 
R	KOG4277	General function prediction only 
R	KOG3175	General function prediction only 
R	KOG1825	General function prediction only 
R	KOG3183	General function prediction only 
