list_cat	KOG_id	kog_des
O	KOG0720	Posttranslational modification, protein turnover, chaperones 
O	KOG0721	Posttranslational modification, protein turnover, chaperones 
O	KOG0722	Posttranslational modification, protein turnover, chaperones 
O	KOG0723	Posttranslational modification, protein turnover, chaperones 
O	KOG0724	Posttranslational modification, protein turnover, chaperones 
O	KOG0726	Posttranslational modification, protein turnover, chaperones 
O	KOG0727	Posttranslational modification, protein turnover, chaperones 
O	KOG0728	Posttranslational modification, protein turnover, chaperones 
O	KOG0729	Posttranslational modification, protein turnover, chaperones 
O	KOG0730	Posttranslational modification, protein turnover, chaperones 
O	KOG0731	Posttranslational modification, protein turnover, chaperones 
O	KOG0732	Posttranslational modification, protein turnover, chaperones 
O	KOG0733	Posttranslational modification, protein turnover, chaperones 
O	KOG0734	Posttranslational modification, protein turnover, chaperones 
O	KOG0735	Posttranslational modification, protein turnover, chaperones 
O	KOG0736	Posttranslational modification, protein turnover, chaperones 
O	KOG0737	Posttranslational modification, protein turnover, chaperones 
O	KOG0738	Posttranslational modification, protein turnover, chaperones 
O	KOG0739	Posttranslational modification, protein turnover, chaperones 
O	KOG0740	Posttranslational modification, protein turnover, chaperones 
O	KOG0741	Posttranslational modification, protein turnover, chaperones 
O	KOG0742	Posttranslational modification, protein turnover, chaperones 
O	KOG0743	Posttranslational modification, protein turnover, chaperones 
O	KOG0744	Posttranslational modification, protein turnover, chaperones 
O	KOG0745	Posttranslational modification, protein turnover, chaperones 
O	KOG0778	Posttranslational modification, protein turnover, chaperones 
O	KOG0779	Posttranslational modification, protein turnover, chaperones 
O	KOG0800	Posttranslational modification, protein turnover, chaperones 
O	KOG0801	Posttranslational modification, protein turnover, chaperones 
O	KOG0802	Posttranslational modification, protein turnover, chaperones 
O	KOG0803	Posttranslational modification, protein turnover, chaperones 
O	KOG0823	Posttranslational modification, protein turnover, chaperones 
O	KOG0824	Posttranslational modification, protein turnover, chaperones 
O	KOG0826	Posttranslational modification, protein turnover, chaperones 
O	KOG0827	Posttranslational modification, protein turnover, chaperones 
O	KOG0828	Posttranslational modification, protein turnover, chaperones 
O	KOG0840	Posttranslational modification, protein turnover, chaperones 
O	KOG0841	Posttranslational modification, protein turnover, chaperones 
O	KOG0852	Posttranslational modification, protein turnover, chaperones 
O	KOG0854	Posttranslational modification, protein turnover, chaperones 
O	KOG0855	Posttranslational modification, protein turnover, chaperones 
O	KOG0856	Posttranslational modification, protein turnover, chaperones 
O	KOG0863	Posttranslational modification, protein turnover, chaperones 
O	KOG0865	Posttranslational modification, protein turnover, chaperones 
O	KOG0867	Posttranslational modification, protein turnover, chaperones 
O	KOG0868	Posttranslational modification, protein turnover, chaperones 
O	KOG0879	Posttranslational modification, protein turnover, chaperones 
O	KOG0880	Posttranslational modification, protein turnover, chaperones 
O	KOG2541	Posttranslational modification, protein turnover, chaperones 
O	KOG0882	Posttranslational modification, protein turnover, chaperones 
O	KOG2088	Posttranslational modification, protein turnover, chaperones 
O	KOG0884	Posttranslational modification, protein turnover, chaperones 
O	KOG0885	Posttranslational modification, protein turnover, chaperones 
O	KOG2725	Posttranslational modification, protein turnover, chaperones 
O	KOG1493	Posttranslational modification, protein turnover, chaperones 
O	KOG0894	Posttranslational modification, protein turnover, chaperones 
O	KOG1546	Posttranslational modification, protein turnover, chaperones 
O	KOG1499	Posttranslational modification, protein turnover, chaperones 
O	KOG1746	Posttranslational modification, protein turnover, chaperones 
O	KOG4841	Posttranslational modification, protein turnover, chaperones 
O	KOG1858	Posttranslational modification, protein turnover, chaperones 
O	KOG2605	Posttranslational modification, protein turnover, chaperones 
O	KOG2165	Posttranslational modification, protein turnover, chaperones 
O	KOG0010	Posttranslational modification, protein turnover, chaperones 
O	KOG3437	Posttranslational modification, protein turnover, chaperones 
O	KOG2182	Posttranslational modification, protein turnover, chaperones 
O	KOG4322	Posttranslational modification, protein turnover, chaperones 
O	KOG2183	Posttranslational modification, protein turnover, chaperones 
O	KOG4640	Posttranslational modification, protein turnover, chaperones 
O	KOG2194	Posttranslational modification, protein turnover, chaperones 
O	KOG3633	Posttranslational modification, protein turnover, chaperones 
O	KOG0045	Posttranslational modification, protein turnover, chaperones 
O	KOG3698	Posttranslational modification, protein turnover, chaperones 
O	KOG0505	Posttranslational modification, protein turnover, chaperones 
O	KOG3704	Posttranslational modification, protein turnover, chaperones 
O	KOG0686	Posttranslational modification, protein turnover, chaperones 
O	KOG1373	Posttranslational modification, protein turnover, chaperones 
O	KOG1308	Posttranslational modification, protein turnover, chaperones 
O	KOG1789	Posttranslational modification, protein turnover, chaperones 
O	KOG1464	Posttranslational modification, protein turnover, chaperones 
O	KOG4434	Posttranslational modification, protein turnover, chaperones 
O	KOG1497	Posttranslational modification, protein turnover, chaperones 
O	KOG4580	Posttranslational modification, protein turnover, chaperones 
O	KOG1554	Posttranslational modification, protein turnover, chaperones 
O	KOG3970	Posttranslational modification, protein turnover, chaperones 
O	KOG2561	Posttranslational modification, protein turnover, chaperones 
O	KOG1282	Posttranslational modification, protein turnover, chaperones 
O	KOG2582	Posttranslational modification, protein turnover, chaperones 
O	KOG2019	Posttranslational modification, protein turnover, chaperones 
O	KOG3050	Posttranslational modification, protein turnover, chaperones 
O	KOG2689	Posttranslational modification, protein turnover, chaperones 
O	KOG3250	Posttranslational modification, protein turnover, chaperones 
O	KOG2707	Posttranslational modification, protein turnover, chaperones 
O	KOG3986	Posttranslational modification, protein turnover, chaperones 
O	KOG2642	Posttranslational modification, protein turnover, chaperones 
O	KOG4041	Posttranslational modification, protein turnover, chaperones 
O	KOG4187	Posttranslational modification, protein turnover, chaperones 
O	KOG4414	Posttranslational modification, protein turnover, chaperones 
O	KOG0595	Posttranslational modification, protein turnover, chaperones 
O	KOG1037	Posttranslational modification, protein turnover, chaperones 
O	KOG2606	Posttranslational modification, protein turnover, chaperones 
O	KOG1239	Posttranslational modification, protein turnover, chaperones 
O	KOG4755	Posttranslational modification, protein turnover, chaperones 
O	KOG1568	Posttranslational modification, protein turnover, chaperones 
O	KOG3591	Posttranslational modification, protein turnover, chaperones 
O	KOG2391	Posttranslational modification, protein turnover, chaperones 
O	KOG3567	Posttranslational modification, protein turnover, chaperones 
O	KOG2608	Posttranslational modification, protein turnover, chaperones 
O	KOG0168	Posttranslational modification, protein turnover, chaperones 
O	KOG1565	Posttranslational modification, protein turnover, chaperones 
O	KOG4151	Posttranslational modification, protein turnover, chaperones 
O	KOG1046	Posttranslational modification, protein turnover, chaperones 
O	KOG3714	Posttranslational modification, protein turnover, chaperones 
O	KOG3956	Posttranslational modification, protein turnover, chaperones 
O	KOG4716	Posttranslational modification, protein turnover, chaperones 
O	KOG2590	Posttranslational modification, protein turnover, chaperones 
O	KOG0913	Posttranslational modification, protein turnover, chaperones 
O	KOG3849	Posttranslational modification, protein turnover, chaperones 
O	KOG3737	Posttranslational modification, protein turnover, chaperones 
O	KOG2292	Posttranslational modification, protein turnover, chaperones 
O	KOG2778	Posttranslational modification, protein turnover, chaperones 
O	KOG2679	Posttranslational modification, protein turnover, chaperones 
O	KOG1174	Posttranslational modification, protein turnover, chaperones 
O	KOG4598	Posttranslational modification, protein turnover, chaperones 
O	KOG4117	Posttranslational modification, protein turnover, chaperones 
O	KOG0883	Posttranslational modification, protein turnover, chaperones 
O	KOG2284	Posttranslational modification, protein turnover, chaperones 
O	KOG2628	Posttranslational modification, protein turnover, chaperones 
O	KOG0881	Posttranslational modification, protein turnover, chaperones 
O	KOG0005	Posttranslational modification, protein turnover, chaperones 
O	KOG1173	Posttranslational modification, protein turnover, chaperones 
O	KOG4626	Posttranslational modification, protein turnover, chaperones 
O	KOG2699	Posttranslational modification, protein turnover, chaperones 
O	KOG0009	Posttranslational modification, protein turnover, chaperones 
O	KOG2729	Posttranslational modification, protein turnover, chaperones 
O	KOG3288	Posttranslational modification, protein turnover, chaperones 
O	KOG0912	Posttranslational modification, protein turnover, chaperones 
O	KOG2657	Posttranslational modification, protein turnover, chaperones 
O	KOG0305	Posttranslational modification, protein turnover, chaperones 
O	KOG1672	Posttranslational modification, protein turnover, chaperones 
O	KOG0939	Posttranslational modification, protein turnover, chaperones 
O	KOG1500	Posttranslational modification, protein turnover, chaperones 
O	KOG2195	Posttranslational modification, protein turnover, chaperones 
O	KOG1155	Posttranslational modification, protein turnover, chaperones 
O	KOG4761	Posttranslational modification, protein turnover, chaperones 
P	KOG0560	Inorganic ion transport and metabolism 
P	KOG1054	Inorganic ion transport and metabolism 
P	KOG3812	Inorganic ion transport and metabolism 
P	KOG1558	Inorganic ion transport and metabolism 
P	KOG3676	Inorganic ion transport and metabolism 
P	KOG0204	Inorganic ion transport and metabolism 
P	KOG4499	Inorganic ion transport and metabolism 
P	KOG0207	Inorganic ion transport and metabolism 
P	KOG4294	Inorganic ion transport and metabolism 
P	KOG1306	Inorganic ion transport and metabolism 
P	KOG0632	Inorganic ion transport and metabolism 
P	KOG0476	Inorganic ion transport and metabolism 
P	KOG0501	Inorganic ion transport and metabolism 
P	KOG0203	Inorganic ion transport and metabolism 
P	KOG0209	Inorganic ion transport and metabolism 
P	KOG0205	Inorganic ion transport and metabolism 
P	KOG1053	Inorganic ion transport and metabolism 
P	KOG3747	Inorganic ion transport and metabolism 
P	KOG3614	Inorganic ion transport and metabolism 
P	KOG0475	Inorganic ion transport and metabolism 
P	KOG1171	Inorganic ion transport and metabolism 
P	KOG1172	Inorganic ion transport and metabolism 
P	KOG1052	Inorganic ion transport and metabolism 
P	KOG1291	Inorganic ion transport and metabolism 
P	KOG0635	Inorganic ion transport and metabolism 
P	KOG1397	Inorganic ion transport and metabolism 
P	KOG0636	Inorganic ion transport and metabolism 
P	KOG0682	Inorganic ion transport and metabolism 
P	KOG0500	Inorganic ion transport and metabolism 
P	KOG1055	Inorganic ion transport and metabolism 
P	KOG0441	Inorganic ion transport and metabolism 
P	KOG1484	Inorganic ion transport and metabolism 
P	KOG1485	Inorganic ion transport and metabolism 
P	KOG0056	Inorganic ion transport and metabolism 
P	KOG1307	Inorganic ion transport and metabolism 
P	KOG1545	Inorganic ion transport and metabolism 
P	KOG0202	Inorganic ion transport and metabolism 
P	KOG1420	Inorganic ion transport and metabolism 
P	KOG1743	Inorganic ion transport and metabolism 
P	KOG2301	Inorganic ion transport and metabolism 
P	KOG0208	Inorganic ion transport and metabolism 
P	KOG4480	Inorganic ion transport and metabolism 
P	KOG0210	Inorganic ion transport and metabolism 
P	KOG0236	Inorganic ion transport and metabolism 
P	KOG0252	Inorganic ion transport and metabolism 
P	KOG3609	Inorganic ion transport and metabolism 
P	KOG0474	Inorganic ion transport and metabolism 
P	KOG4738	Inorganic ion transport and metabolism 
P	KOG0672	Inorganic ion transport and metabolism 
P	KOG2399	Inorganic ion transport and metabolism 
P	KOG2474	Inorganic ion transport and metabolism 
P	KOG2493	Inorganic ion transport and metabolism 
P	KOG2601	Inorganic ion transport and metabolism 
P	KOG2195	Inorganic ion transport and metabolism 
P	KOG2643	Inorganic ion transport and metabolism 
P	KOG2662	Inorganic ion transport and metabolism 
P	KOG0876	Inorganic ion transport and metabolism 
P	KOG2694	Inorganic ion transport and metabolism 
P	KOG1120	Inorganic ion transport and metabolism 
P	KOG2718	Inorganic ion transport and metabolism 
P	KOG4440	Inorganic ion transport and metabolism 
P	KOG2882	Inorganic ion transport and metabolism 
P	KOG0039	Inorganic ion transport and metabolism 
P	KOG1281	Inorganic ion transport and metabolism 
P	KOG0498	Inorganic ion transport and metabolism 
P	KOG1341	Inorganic ion transport and metabolism 
P	KOG0499	Inorganic ion transport and metabolism 
P	KOG1418	Inorganic ion transport and metabolism 
P	KOG1422	Inorganic ion transport and metabolism 
P	KOG3574	Inorganic ion transport and metabolism 
P	KOG1528	Inorganic ion transport and metabolism 
P	KOG1056	Inorganic ion transport and metabolism 
P	KOG3733	Inorganic ion transport and metabolism 
P	KOG3788	Inorganic ion transport and metabolism 
P	KOG0047	Inorganic ion transport and metabolism 
P	KOG3827	Inorganic ion transport and metabolism 
P	KOG3927	Inorganic ion transport and metabolism 
P	KOG1578	Inorganic ion transport and metabolism 
P	KOG4126	Inorganic ion transport and metabolism 
P	KOG1650	Inorganic ion transport and metabolism 
P	KOG4390	Inorganic ion transport and metabolism 
P	KOG2302	Inorganic ion transport and metabolism 
P	KOG4408	Inorganic ion transport and metabolism 
P	KOG2353	Inorganic ion transport and metabolism 
P	KOG4505	Inorganic ion transport and metabolism 
P	KOG3599	Inorganic ion transport and metabolism 
P	KOG4656	Inorganic ion transport and metabolism 
P	KOG2332	Inorganic ion transport and metabolism 
P	KOG2349	Inorganic ion transport and metabolism 
P	KOG3126	Inorganic ion transport and metabolism 
P	KOG3182	Inorganic ion transport and metabolism 
P	KOG3193	Inorganic ion transport and metabolism 
P	KOG3238	Inorganic ion transport and metabolism 
P	KOG2639	Inorganic ion transport and metabolism 
P	KOG3386	Inorganic ion transport and metabolism 
P	KOG1419	Inorganic ion transport and metabolism 
P	KOG2693	Inorganic ion transport and metabolism 
P	KOG1482	Inorganic ion transport and metabolism 
P	KOG0918	Inorganic ion transport and metabolism 
P	KOG4554	Inorganic ion transport and metabolism 
P	KOG1161	Inorganic ion transport and metabolism 
P	KOG1530	Inorganic ion transport and metabolism 
P	KOG3826	Inorganic ion transport and metabolism 
P	KOG1603	Inorganic ion transport and metabolism 
P	KOG4013	Inorganic ion transport and metabolism 
P	KOG1965	Inorganic ion transport and metabolism 
P	KOG3338	Inorganic ion transport and metabolism 
P	KOG1483	Inorganic ion transport and metabolism 
P	KOG4404	Inorganic ion transport and metabolism 
P	KOG2083	Inorganic ion transport and metabolism 
P	KOG4475	Inorganic ion transport and metabolism 
P	KOG3789	Inorganic ion transport and metabolism 
P	KOG2716	Inorganic ion transport and metabolism 
P	KOG3713	Inorganic ion transport and metabolism 
P	KOG2825	Inorganic ion transport and metabolism 
P	KOG4195	Inorganic ion transport and metabolism 
P	KOG2002	Inorganic ion transport and metabolism 
P	KOG3684	Inorganic ion transport and metabolism 
P	KOG3413	Inorganic ion transport and metabolism 
P	KOG2082	Inorganic ion transport and metabolism 
P	KOG1966	Inorganic ion transport and metabolism 
Q	KOG1663	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG2741	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1748	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1205	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1201	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1210	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1394	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0135	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0061	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0157	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0065	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0024	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0021	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1399	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0054	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1285	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG4649	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0159	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0023	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1199	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1208	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1599	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG3626	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1178	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0039	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0143	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0029	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1186	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0055	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0222	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0142	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1207	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1610	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0405	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1263	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG3968	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1204	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0156	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0022	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG1209	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0158	Secondary metabolites biosynthesis, transport and catabolism 
Q	KOG0684	Secondary metabolites biosynthesis, transport and catabolism 
R	KOG2486	General function prediction only 
R	KOG2121	General function prediction only 
R	KOG2384	General function prediction only 
R	KOG2382	General function prediction only 
R	KOG2247	General function prediction only 
R	KOG2720	General function prediction only 
R	KOG2109	General function prediction only 
R	KOG2717	General function prediction only 
R	KOG2775	General function prediction only 
R	KOG2776	General function prediction only 
R	KOG2755	General function prediction only 
R	KOG2321	General function prediction only 
R	KOG2421	General function prediction only 
R	KOG2396	General function prediction only 
R	KOG2006	General function prediction only 
R	KOG2750	General function prediction only 
R	KOG2361	General function prediction only 
R	KOG2714	General function prediction only 
R	KOG2774	General function prediction only 
R	KOG2238	General function prediction only 
R	KOG2565	General function prediction only 
R	KOG2579	General function prediction only 
R	KOG2563	General function prediction only 
R	KOG2728	General function prediction only 
R	KOG2730	General function prediction only 
R	KOG2627	General function prediction only 
R	KOG2135	General function prediction only 
R	KOG2503	General function prediction only 
R	KOG2505	General function prediction only 
R	KOG2343	General function prediction only 
R	KOG2838	General function prediction only 
R	KOG1947	General function prediction only 
R	KOG2715	General function prediction only 
R	KOG1995	General function prediction only 
R	KOG2914	General function prediction only 
R	KOG2919	General function prediction only 
R	KOG2602	General function prediction only 
R	KOG2030	General function prediction only 
R	KOG2935	General function prediction only 
R	KOG2742	General function prediction only 
R	KOG2945	General function prediction only 
R	KOG2745	General function prediction only 
R	KOG2950	General function prediction only 
R	KOG2752	General function prediction only 
R	KOG2956	General function prediction only 
R	KOG2105	General function prediction only 
R	KOG2961	General function prediction only 
R	KOG2113	General function prediction only 
R	KOG2966	General function prediction only 
R	KOG2133	General function prediction only 
R	KOG2489	General function prediction only 
R	KOG2139	General function prediction only 
R	KOG2737	General function prediction only 
R	KOG2802	General function prediction only 
R	KOG2984	General function prediction only 
R	KOG2820	General function prediction only 
R	KOG3002	General function prediction only 
R	KOG2220	General function prediction only 
R	KOG3009	General function prediction only 
R	KOG2226	General function prediction only 
R	KOG3021	General function prediction only 
R	KOG2244	General function prediction only 
R	KOG2597	General function prediction only 
R	KOG2295	General function prediction only 
R	KOG2615	General function prediction only 
R	KOG2316	General function prediction only 
R	KOG2645	General function prediction only 
R	KOG2331	General function prediction only 
R	KOG2649	General function prediction only 
R	KOG2695	General function prediction only 
R	KOG2703	General function prediction only 
R	KOG2350	General function prediction only 
R	KOG3085	General function prediction only 
R	KOG2362	General function prediction only 
R	KOG3087	General function prediction only 
R	KOG2383	General function prediction only 
R	KOG3101	General function prediction only 
R	KOG2394	General function prediction only 
R	KOG3109	General function prediction only 
R	KOG2408	General function prediction only 
R	KOG3116	General function prediction only 
R	KOG2423	General function prediction only 
R	KOG2425	General function prediction only 
R	KOG2442	General function prediction only 
R	KOG2444	General function prediction only 
R	KOG2458	General function prediction only 
R	KOG2471	General function prediction only 
R	KOG2484	General function prediction only 
R	KOG2485	General function prediction only 
R	KOG3173	General function prediction only 
R	KOG2977	General function prediction only 
R	KOG3178	General function prediction only 
R	KOG2979	General function prediction only 
R	KOG2170	General function prediction only 
R	KOG2502	General function prediction only 
R	KOG2203	General function prediction only 
R	KOG3209	General function prediction only 
R	KOG2507	General function prediction only 
R	KOG2552	General function prediction only 
R	KOG3235	General function prediction only 
R	KOG2564	General function prediction only 
R	KOG3246	General function prediction only 
R	KOG3033	General function prediction only 
R	KOG3263	General function prediction only 
R	KOG3036	General function prediction only 
R	KOG3286	General function prediction only 
R	KOG3038	General function prediction only 
R	KOG2647	General function prediction only 
R	KOG3043	General function prediction only 
R	KOG2333	General function prediction only 
R	KOG2897	General function prediction only 
R	KOG3346	General function prediction only 
R	KOG3349	General function prediction only 
R	KOG2303	General function prediction only 
R	KOG3358	General function prediction only 
R	KOG2719	General function prediction only 
R	KOG3375	General function prediction only 
R	KOG2723	General function prediction only 
R	KOG3394	General function prediction only 
R	KOG3397	General function prediction only 
R	KOG3399	General function prediction only 
R	KOG3416	General function prediction only 
R	KOG3450	General function prediction only 
R	KOG3461	General function prediction only 
R	KOG3508	General function prediction only 
R	KOG2753	General function prediction only 
R	KOG3515	General function prediction only 
R	KOG3518	General function prediction only 
R	KOG3527	General function prediction only 
R	KOG3529	General function prediction only 
R	KOG2782	General function prediction only 
R	KOG2785	General function prediction only 
R	KOG2497	General function prediction only 
R	KOG2501	General function prediction only 
R	KOG0813	General function prediction only 
R	KOG3197	General function prediction only 
R	KOG0825	General function prediction only 
R	KOG2823	General function prediction only 
R	KOG0927	General function prediction only 
R	KOG2840	General function prediction only 
R	KOG2849	General function prediction only 
R	KOG2850	General function prediction only 
R	KOG3253	General function prediction only 
R	KOG0956	General function prediction only 
R	KOG3272	General function prediction only 
R	KOG0965	General function prediction only 
R	KOG3289	General function prediction only 
R	KOG2325	General function prediction only 
R	KOG3328	General function prediction only 
R	KOG3335	General function prediction only 
R	KOG3066	General function prediction only 
R	KOG1031	General function prediction only 
R	KOG2899	General function prediction only 
R	KOG1067	General function prediction only 
R	KOG2910	General function prediction only 
R	KOG1075	General function prediction only 
R	KOG1085	General function prediction only 
R	KOG2920	General function prediction only 
R	KOG4184	General function prediction only 
R	KOG2195	General function prediction only 
R	KOG2037	General function prediction only 
R	KOG0010	General function prediction only 
R	KOG2048	General function prediction only 
R	KOG2182	General function prediction only 
R	KOG2061	General function prediction only 
R	KOG2183	General function prediction only 
R	KOG2960	General function prediction only 
R	KOG2194	General function prediction only 
R	KOG2962	General function prediction only 
R	KOG1146	General function prediction only 
R	KOG2968	General function prediction only 
R	KOG1196	General function prediction only 
R	KOG2978	General function prediction only 
R	KOG1230	General function prediction only 
R	KOG2981	General function prediction only 
R	KOG1234	General function prediction only 
R	KOG4594	General function prediction only 
R	KOG1236	General function prediction only 
R	KOG3005	General function prediction only 
R	KOG1243	General function prediction only 
R	KOG3010	General function prediction only 
R	KOG1249	General function prediction only 
R	KOG3029	General function prediction only 
R	KOG1271	General function prediction only 
R	KOG3034	General function prediction only 
R	KOG1274	General function prediction only 
R	KOG3037	General function prediction only 
R	KOG3304	General function prediction only 
R	KOG3040	General function prediction only 
R	KOG2893	General function prediction only 
R	KOG3339	General function prediction only 
R	KOG1313	General function prediction only 
R	KOG3067	General function prediction only 
R	KOG1315	General function prediction only 
R	KOG3086	General function prediction only 
R	KOG1334	General function prediction only 
R	KOG3089	General function prediction only 
R	KOG1337	General function prediction only 
R	KOG3107	General function prediction only 
R	KOG1382	General function prediction only 
R	KOG3115	General function prediction only 
R	KOG1403	General function prediction only 
R	KOG3120	General function prediction only 
R	KOG1424	General function prediction only 
R	KOG3138	General function prediction only 
R	KOG1454	General function prediction only 
R	KOG3157	General function prediction only 
R	KOG1469	General function prediction only 
R	KOG3164	General function prediction only 
R	KOG1489	General function prediction only 
R	KOG1490	General function prediction only 
R	KOG2488	General function prediction only 
R	KOG1492	General function prediction only 
R	KOG1501	General function prediction only 
R	KOG3187	General function prediction only 
R	KOG1516	General function prediction only 
R	KOG1519	General function prediction only 
R	KOG1520	General function prediction only 
R	KOG1524	General function prediction only 
R	KOG3234	General function prediction only 
R	KOG1535	General function prediction only 
R	KOG1538	General function prediction only 
R	KOG1539	General function prediction only 
R	KOG1541	General function prediction only 
R	KOG1544	General function prediction only 
R	KOG3379	General function prediction only 
R	KOG1553	General function prediction only 
R	KOG1293	General function prediction only 
R	KOG1577	General function prediction only 
R	KOG1311	General function prediction only 
R	KOG3062	General function prediction only 
R	KOG1611	General function prediction only 
R	KOG1618	General function prediction only 
R	KOG1623	General function prediction only 
R	KOG1632	General function prediction only 
R	KOG1648	General function prediction only 
R	KOG3362	General function prediction only 
R	KOG1667	General function prediction only 
R	KOG3384	General function prediction only 
R	KOG1674	General function prediction only 
R	KOG1267	General function prediction only 
R	KOG1677	General function prediction only 
R	KOG4572	General function prediction only 
R	KOG1710	General function prediction only 
R	KOG1721	General function prediction only 
R	KOG1729	General function prediction only 
R	KOG1763	General function prediction only 
R	KOG1766	General function prediction only 
R	KOG1773	General function prediction only 
R	KOG1777	General function prediction only 
R	KOG1808	General function prediction only 
R	KOG1811	General function prediction only 
R	KOG1819	General function prediction only 
R	KOG1824	General function prediction only 
R	KOG2800	General function prediction only 
R	KOG1838	General function prediction only 
R	KOG1839	General function prediction only 
R	KOG1842	General function prediction only 
R	KOG1844	General function prediction only 
R	KOG1855	General function prediction only 
R	KOG1859	General function prediction only 
R	KOG1862	General function prediction only 
R	KOG4151	General function prediction only 
R	KOG2852	General function prediction only 
R	KOG1881	General function prediction only 
R	KOG2858	General function prediction only 
R	KOG1899	General function prediction only 
R	KOG1573	General function prediction only 
R	KOG1012	General function prediction only 
R	KOG1584	General function prediction only 
R	KOG1595	General function prediction only 
R	KOG0001	General function prediction only 
R	KOG1934	General function prediction only 
R	KOG1064	General function prediction only 
R	KOG4650	General function prediction only 
R	KOG1963	General function prediction only 
R	KOG4675	General function prediction only 
R	KOG2003	General function prediction only 
R	KOG4679	General function prediction only 
R	KOG1090	General function prediction only 
R	KOG4682	General function prediction only 
R	KOG2940	General function prediction only 
R	KOG4693	General function prediction only 
R	KOG2948	General function prediction only 
R	KOG4711	General function prediction only 
R	KOG2954	General function prediction only 
R	KOG4727	General function prediction only 
R	KOG2096	General function prediction only 
R	KOG4733	General function prediction only 
R	KOG1099	General function prediction only 
R	KOG4745	General function prediction only 
R	KOG1101	General function prediction only 
R	KOG4758	General function prediction only 
R	KOG1987	General function prediction only 
R	KOG4812	General function prediction only 
R	KOG2140	General function prediction only 
R	KOG4818	General function prediction only 
R	KOG2173	General function prediction only 
R	KOG4821	General function prediction only 
R	KOG2214	General function prediction only 
R	KOG4840	General function prediction only 
R	KOG2225	General function prediction only 
R	KOG4613	General function prediction only 
R	KOG0446	General function prediction only 
R	KOG2355	General function prediction only 
R	KOG3796	General function prediction only 
R	KOG2019	General function prediction only 
R	KOG2296	General function prediction only 
R	KOG4475	General function prediction only 
R	KOG0249	General function prediction only 
R	KOG1017	General function prediction only 
R	KOG0254	General function prediction only 
R	KOG0748	General function prediction only 
R	KOG0266	General function prediction only 
R	KOG4070	General function prediction only 
R	KOG0275	General function prediction only 
R	KOG3784	General function prediction only 
R	KOG0288	General function prediction only 
R	KOG0289	General function prediction only 
R	KOG2764	General function prediction only 
R	KOG0315	General function prediction only 
R	KOG0322	General function prediction only 
R	KOG0353	General function prediction only 
R	KOG0354	General function prediction only 
R	KOG0370	General function prediction only 
R	KOG0375	General function prediction only 
R	KOG0376	General function prediction only 
R	KOG0379	General function prediction only 
R	KOG0381	General function prediction only 
R	KOG0382	General function prediction only 
R	KOG0383	General function prediction only 
R	KOG0391	General function prediction only 
R	KOG0393	General function prediction only 
R	KOG0394	General function prediction only 
R	KOG0395	General function prediction only 
R	KOG0409	General function prediction only 
R	KOG0410	General function prediction only 
R	KOG0431	General function prediction only 
R	KOG0447	General function prediction only 
R	KOG0463	General function prediction only 
R	KOG0488	General function prediction only 
R	KOG0489	General function prediction only 
R	KOG0490	General function prediction only 
