mean_binary_idx	mRNA
11	PE_Scaf7096_2.3
11	PE_Scaf7096_3.0
11	PE_Scaf7096_3.23
11	PE_Scaf7096_3.33
11	PE_Scaf7096_3.34
11	PE_Scaf7096_3.8
00	PE_Scaf7098_0.5
00	PE_Scaf7098_0.6
00	PE_Scaf7099_1.8
00	PE_Scaf7099_3.1
11	PE_Scaf7099_3.19
00	PE_Scaf7099_3.2
NA1	PE_Scaf7099_3.20
00	PE_Scaf7099_3.5
00	PE_Scaf71_0.3
11	PE_Scaf710_0.2
11	PE_Scaf710_2.2
11	PE_Scaf710_2.6
01	PE_Scaf710_2.7
11	PE_Scaf710_3.10
01	PE_Scaf710_3.6
00	PE_Scaf7103_0.0
00	PE_Scaf7104_1.3
11	PE_Scaf7104_2.4
11	PE_Scaf7105_4.3
11	PE_Scaf7105_5.5
11	PE_Scaf7105_5.6
10	PE_Scaf7105_6.1
11	PE_Scaf7105_7.0
11	PE_Scaf7105_7.2
01	PE_Scaf7105_7.3
00	PE_Scaf7105_8.5
00	PE_Scaf7105_8.8
00	PE_Scaf7105_8.9
00	PE_Scaf7106_0.2
00	PE_Scaf7107_0.0
00	PE_Scaf7107_0.1
00	PE_Scaf7107_0.2
NA0	PE_Scaf7107_0.8
00	PE_Scaf7109_0.6
11	PE_Scaf7112_0.0
01	PE_Scaf7112_0.3
01	PE_Scaf7112_1.11
01	PE_Scaf7112_1.5
11	PE_Scaf7112_1.6
11	PE_Scaf7112_3.1
11	PE_Scaf7112_4.5
01	PE_Scaf7112_4.6
00	PE_Scaf7112_5.0
11	PE_Scaf7112_6.0
11	PE_Scaf7112_6.6
11	PE_Scaf7112_6.7
11	PE_Scaf7112_7.4
00	PE_Scaf7114_0.5
00	PE_Scaf7114_0.6
00	PE_Scaf7116_0.1
00	PE_Scaf7116_0.2
0NA	PE_Scaf7116_0.3
00	PE_Scaf7116_0.4
00	PE_Scaf7117_0.5
11	PE_Scaf7117_0.6
00	PE_Scaf7117_1.12
00	PE_Scaf7117_1.14
00	PE_Scaf7117_1.15
01	PE_Scaf7117_1.16
NA0	PE_Scaf7117_1.19
01	PE_Scaf7118_0.11
NA1	PE_Scaf7118_0.8
01	PE_Scaf7121_0.1
01	PE_Scaf7121_1.10
11	PE_Scaf7121_1.8
11	PE_Scaf7121_2.0
11	PE_Scaf7121_3.3
11	PE_Scaf7121_3.7
01	PE_Scaf7121_4.19
10	PE_Scaf7121_4.6
01	PE_Scaf7121_4.7
NANA	PE_Scaf7122_0.0
00	PE_Scaf7122_1.3
00	PE_Scaf7122_3.0
11	PE_Scaf7122_4.1
11	PE_Scaf7122_4.8
11	PE_Scaf7122_4.9
11	PE_Scaf7124_1.1
00	PE_Scaf7124_10.7
00	PE_Scaf7124_10.8
00	PE_Scaf7124_12.8
01	PE_Scaf7124_2.4
00	PE_Scaf7124_3.0
01	PE_Scaf7124_5.5
11	PE_Scaf7124_6.0
11	PE_Scaf7124_7.0
11	PE_Scaf7124_7.2
00	PE_Scaf7124_9.3
NA1	PE_Scaf7125_0.1
00	PE_Scaf7128_0.0
00	PE_Scaf7129_0.2
11	PE_Scaf7129_1.4
01	PE_Scaf7129_1.7
11	PE_Scaf7129_2.5
01	PE_Scaf7129_2.6
00	PE_Scaf713_0.0
00	PE_Scaf713_1.6
11	PE_Scaf7130_2.3
11	PE_Scaf7130_2.4
11	PE_Scaf7130_3.1
11	PE_Scaf7130_4.2
00	PE_Scaf7130_5.2
11	PE_Scaf7130_7.0
11	PE_Scaf7130_7.7
01	PE_Scaf7130_7.8
11	PE_Scaf7130_8.14
01	PE_Scaf7130_8.15
00	PE_Scaf7130_8.2
01	PE_Scaf7130_8.27
11	PE_Scaf7132_0.0
NA1	PE_Scaf7134_0.0
11	PE_Scaf7134_0.4
11	PE_Scaf7134_0.6
11	PE_Scaf7136_0.0
11	PE_Scaf7136_0.1
11	PE_Scaf7136_0.2
11	PE_Scaf7137_0.11
NA0	PE_Scaf7137_0.16
01	PE_Scaf7137_0.17
11	PE_Scaf7137_0.18
00	PE_Scaf7137_0.9
00	PE_Scaf7140_1.3
NA0	PE_Scaf7140_2.6
00	PE_Scaf7141_0.0
00	PE_Scaf7142_0.0
01	PE_Scaf7144_2.2
01	PE_Scaf7144_2.3
11	PE_Scaf7144_3.2
01	PE_Scaf7144_4.3
10	PE_Scaf7145_0.10
11	PE_Scaf7145_0.6
NA1	PE_Scaf7145_0.7
11	PE_Scaf7145_1.15
11	PE_Scaf7145_1.7
11	PE_Scaf7145_1.8
11	PE_Scaf7145_1.9
01	PE_Scaf7146_0.4
00	PE_Scaf7146_1.4
00	PE_Scaf7146_2.0
00	PE_Scaf7146_2.1
NA0	PE_Scaf7146_2.7
00	PE_Scaf7152_0.0
11	PE_Scaf7153_2.11
11	PE_Scaf7153_2.5
11	PE_Scaf7153_2.7
11	PE_Scaf7155_0.4
11	PE_Scaf7155_0.5
00	PE_Scaf7158_2.8
11	PE_Scaf7158_2.9
11	PE_Scaf7160_0.2
NA1	PE_Scaf7162_0.1
11	PE_Scaf7162_1.3
00	PE_Scaf7162_1.4
00	PE_Scaf7165_1.0
00	PE_Scaf7165_5.5
11	PE_Scaf7165_6.0
01	PE_Scaf7165_6.7
01	PE_Scaf7165_7.3
11	PE_Scaf7168_0.3
00	PE_Scaf717_1.3
00	PE_Scaf717_1.6
NA1	PE_Scaf717_10.0
01	PE_Scaf717_10.3
00	PE_Scaf717_12.0
00	PE_Scaf717_12.1
00	PE_Scaf717_13.0
00	PE_Scaf717_14.11
00	PE_Scaf717_14.12
00	PE_Scaf717_14.13
00	PE_Scaf717_15.5
00	PE_Scaf717_17.3
00	PE_Scaf717_19.16
00	PE_Scaf717_19.19
00	PE_Scaf717_19.20
10	PE_Scaf717_2.7
00	PE_Scaf717_20.10
00	PE_Scaf717_20.2
00	PE_Scaf717_20.7
00	PE_Scaf717_20.9
00	PE_Scaf717_22.1
00	PE_Scaf717_23.2
01	PE_Scaf717_23.5
00	PE_Scaf717_24.3
00	PE_Scaf717_24.6
11	PE_Scaf717_3.5
01	PE_Scaf717_3.7
01	PE_Scaf717_4.10
01	PE_Scaf717_4.7
11	PE_Scaf717_5.2
01	PE_Scaf717_6.7
01	PE_Scaf717_7.5
00	PE_Scaf717_8.0
11	PE_Scaf7170_2.2
11	PE_Scaf7170_3.4
00	PE_Scaf7170_4.7
00	PE_Scaf7170_4.8
00	PE_Scaf7170_4.9
01	PE_Scaf7170_5.10
00	PE_Scaf7170_5.13
00	PE_Scaf7170_5.9
11	PE_Scaf7170_6.6
10	PE_Scaf7170_7.6
00	PE_Scaf7170_8.5
00	PE_Scaf7172_1.5
00	PE_Scaf7175_0.6
00	PE_Scaf7177_0.1
00	PE_Scaf7178_0.1
NA0	PE_Scaf7179_0.0
00	PE_Scaf7186_1.2
01	PE_Scaf7186_1.3
00	PE_Scaf7186_3.2
11	PE_Scaf7186_3.3
00	PE_Scaf7186_4.5
00	PE_Scaf7186_4.6
01	PE_Scaf7189_0.10
NA0	PE_Scaf7189_0.11
11	PE_Scaf719_0.5
11	PE_Scaf7190_0.11
01	PE_Scaf7190_0.13
11	PE_Scaf7190_0.15
NA0	PE_Scaf7191_0.4
NA0	PE_Scaf7191_1.0
NA0	PE_Scaf7191_1.10
NA0	PE_Scaf7193_0.2
00	PE_Scaf7193_2.10
00	PE_Scaf7193_2.23
00	PE_Scaf7193_2.8
00	PE_Scaf7193_2.9
01	PE_Scaf7197_0.3
01	PE_Scaf7201_0.4
01	PE_Scaf7204_0.6
0NA	PE_Scaf7204_0.7
10	PE_Scaf7205_0.2
00	PE_Scaf7205_0.5
00	PE_Scaf7205_1.0
0NA	PE_Scaf7205_2.0
00	PE_Scaf7206_1.4
01	PE_Scaf7206_1.6
01	PE_Scaf7206_2.1
00	PE_Scaf7206_3.15
00	PE_Scaf7206_3.16
11	PE_Scaf7206_3.17
01	PE_Scaf7206_4.4
00	PE_Scaf7207_0.3
00	PE_Scaf7208_0.0
00	PE_Scaf7208_0.2
00	PE_Scaf7209_0.1
01	PE_Scaf7210_2.1
11	PE_Scaf7210_2.10
00	PE_Scaf7210_2.11
01	PE_Scaf7210_2.12
11	PE_Scaf7215_1.6
00	PE_Scaf7215_1.7
00	PE_Scaf7217_0.3
00	PE_Scaf7217_0.4
11	PE_Scaf7219_0.0
11	PE_Scaf7219_0.1
00	PE_Scaf722_0.7
00	PE_Scaf722_0.8
00	PE_Scaf722_1.1
00	PE_Scaf722_1.5
01	PE_Scaf722_2.2
00	PE_Scaf722_4.4
00	PE_Scaf722_4.5
10	PE_Scaf722_5.1
11	PE_Scaf722_5.5
11	PE_Scaf722_5.6
00	PE_Scaf7220_0.0
00	PE_Scaf7222_1.0
11	PE_Scaf7222_4.3
11	PE_Scaf7222_4.4
01	PE_Scaf7222_5.4
01	PE_Scaf7222_5.5
NA1	PE_Scaf7222_6.2
00	PE_Scaf7222_8.8
11	PE_Scaf7222_9.0
01	PE_Scaf7222_9.10
01	PE_Scaf7222_9.11
11	PE_Scaf7224_1.5
00	PE_Scaf7224_1.7
00	PE_Scaf7226_1.1
00	PE_Scaf723_0.0
00	PE_Scaf7230_0.2
00	PE_Scaf7230_1.2
11	PE_Scaf7230_2.2
01	PE_Scaf7230_2.5
11	PE_Scaf7230_3.2
00	PE_Scaf7230_4.3
00	PE_Scaf7230_5.4
00	PE_Scaf7230_5.8
11	PE_Scaf7230_6.4
00	PE_Scaf7230_7.4
00	PE_Scaf7230_7.40
00	PE_Scaf7230_7.5
00	PE_Scaf7230_7.51
00	PE_Scaf7230_7.7
NA0	PE_Scaf7230_7.9
00	PE_Scaf7232_0.1
00	PE_Scaf7232_0.5
00	PE_Scaf7233_0.4
00	PE_Scaf7233_1.3
00	PE_Scaf7233_1.4
00	PE_Scaf7233_2.3
00	PE_Scaf7233_2.5
00	PE_Scaf7233_3.11
00	PE_Scaf7233_3.12
00	PE_Scaf7233_3.13
00	PE_Scaf7233_3.8
00	PE_Scaf7233_3.9
NA1	PE_Scaf7234_0.1
11	PE_Scaf7237_0.0
11	PE_Scaf7237_0.3
11	PE_Scaf7237_1.4
11	PE_Scaf7239_0.7
00	PE_Scaf7243_0.0
10	PE_Scaf7246_0.0
00	PE_Scaf7249_0.4
NA0	PE_Scaf7249_0.5
00	PE_Scaf7251_1.0
00	PE_Scaf7251_3.0
00	PE_Scaf7251_3.1
00	PE_Scaf7251_3.6
NA0	PE_Scaf7251_3.7
NANA	PE_Scaf7251_3.8
00	PE_Scaf7251_3.9
11	PE_Scaf7253_1.5
11	PE_Scaf7253_1.6
11	PE_Scaf7253_2.3
11	PE_Scaf7253_3.18
11	PE_Scaf7253_3.19
00	PE_Scaf7255_0.5
00	PE_Scaf7255_1.5
01	PE_Scaf7255_2.15
11	PE_Scaf7255_2.5
01	PE_Scaf7255_2.7
00	PE_Scaf7258_0.0
00	PE_Scaf7260_0.0
00	PE_Scaf7261_0.0
NA0	PE_Scaf7262_0.0
00	PE_Scaf7263_0.3
00	PE_Scaf7263_1.1
00	PE_Scaf7263_1.6
00	PE_Scaf7265_0.0
NA1	PE_Scaf7266_0.1
00	PE_Scaf7270_0.2
00	PE_Scaf7270_0.3
01	PE_Scaf7270_1.2
11	PE_Scaf7270_1.3
00	PE_Scaf7270_2.0
00	PE_Scaf7270_2.3
00	PE_Scaf7270_3.2
00	PE_Scaf7270_4.4
11	PE_Scaf7270_4.7
11	PE_Scaf7270_4.8
00	PE_Scaf7270_4.9
00	PE_Scaf7270_5.4
00	PE_Scaf7270_6.13
00	PE_Scaf7270_6.23
00	PE_Scaf7272_5.0
00	PE_Scaf7272_6.1
11	PE_Scaf7274_1.8
01	PE_Scaf7274_1.9
11	PE_Scaf7274_3.3
00	PE_Scaf7274_3.4
00	PE_Scaf7274_3.5
11	PE_Scaf7274_4.13
11	PE_Scaf7274_4.6
01	PE_Scaf7274_5.4
01	PE_Scaf7279_0.2
00	PE_Scaf7279_1.4
01	PE_Scaf7279_1.5
00	PE_Scaf728_0.0
11	PE_Scaf7281_0.6
01	PE_Scaf7281_0.7
00	PE_Scaf7282_1.2
1NA	PE_Scaf7282_2.0
NANA	PE_Scaf7282_2.1
00	PE_Scaf7282_2.3
00	PE_Scaf7282_6.4
NA0	PE_Scaf7282_8.3
00	PE_Scaf7283_10.7
00	PE_Scaf7283_10.8
11	PE_Scaf7283_13.8
00	PE_Scaf7283_13.9
11	PE_Scaf7283_3.4
00	PE_Scaf7283_4.3
00	PE_Scaf7283_7.4
00	PE_Scaf7283_8.0
11	PE_Scaf7283_8.4
00	PE_Scaf7283_8.5
01	PE_Scaf7283_9.4
00	PE_Scaf7284_0.2
11	PE_Scaf7284_1.0
01	PE_Scaf7284_1.12
01	PE_Scaf7284_1.9
00	PE_Scaf7286_0.0
00	PE_Scaf7288_0.2
00	PE_Scaf7288_1.4
00	PE_Scaf7288_3.0
11	PE_Scaf7291_0.3
01	PE_Scaf7291_1.10
01	PE_Scaf7291_1.7
01	PE_Scaf7291_1.9
01	PE_Scaf7291_2.2
01	PE_Scaf7291_2.3
11	PE_Scaf7291_4.2
00	PE_Scaf7295_0.3
00	PE_Scaf7295_1.1
00	PE_Scaf7295_1.2
NANA	PE_Scaf7298_0.0
NA0	PE_Scaf7299_0.0
01	PE_Scaf7300_0.9
00	PE_Scaf7301_0.3
0NA	PE_Scaf7307_0.0
NA0	PE_Scaf7307_0.2
0NA	PE_Scaf7307_0.3
00	PE_Scaf7309_2.3
00	PE_Scaf7309_2.7
00	PE_Scaf7309_2.8
00	PE_Scaf7309_2.9
00	PE_Scaf7309_3.4
0NA	PE_Scaf7310_0.3
01	PE_Scaf7312_0.4
01	PE_Scaf7312_0.9
11	PE_Scaf7312_3.10
01	PE_Scaf7312_3.7
11	PE_Scaf7318_0.2
11	PE_Scaf7318_1.10
00	PE_Scaf7318_1.11
00	PE_Scaf7318_1.3
00	PE_Scaf7318_1.4
00	PE_Scaf7318_1.6
11	PE_Scaf732_0.2
01	PE_Scaf732_0.8
11	PE_Scaf732_0.9
11	PE_Scaf7320_0.10
11	PE_Scaf7320_1.15
01	PE_Scaf7320_1.16
11	PE_Scaf7320_1.4
11	PE_Scaf7320_1.7
00	PE_Scaf7321_0.0
NA0	PE_Scaf7321_0.2
00	PE_Scaf7323_1.4
01	PE_Scaf7323_2.0
11	PE_Scaf7323_2.1
NANA	PE_Scaf7323_3.4
NANA	PE_Scaf7323_4.0
00	PE_Scaf7323_5.1
00	PE_Scaf7323_5.5
00	PE_Scaf7324_1.5
11	PE_Scaf7324_1.6
00	PE_Scaf7325_0.4
00	PE_Scaf7326_0.2
00	PE_Scaf7327_0.4
10	PE_Scaf7328_0.5
00	PE_Scaf7328_1.8
NA0	PE_Scaf7328_1.9
11	PE_Scaf7331_0.3
11	PE_Scaf7331_1.11
11	PE_Scaf7331_1.12
11	PE_Scaf7331_1.17
NA0	PE_Scaf7332_0.10
00	PE_Scaf7332_0.9
00	PE_Scaf7333_1.3
00	PE_Scaf7333_3.1
00	PE_Scaf7335_0.0
00	PE_Scaf7335_1.3
00	PE_Scaf7335_1.4
00	PE_Scaf7335_2.10
10	PE_Scaf7335_2.6
00	PE_Scaf7335_2.7
00	PE_Scaf7336_0.2
11	PE_Scaf7341_1.4
01	PE_Scaf7341_10.3
00	PE_Scaf7341_10.4
01	PE_Scaf7341_11.6
11	PE_Scaf7341_12.2
11	PE_Scaf7341_13.1
11	PE_Scaf7341_13.6
11	PE_Scaf7341_13.7
11	PE_Scaf7341_13.8
01	PE_Scaf7341_15.7
01	PE_Scaf7341_15.8
11	PE_Scaf7341_3.1
00	PE_Scaf7341_3.3
10	PE_Scaf7341_3.7
00	PE_Scaf7341_3.9
00	PE_Scaf7341_4.4
00	PE_Scaf7341_5.2
00	PE_Scaf7341_6.3
00	PE_Scaf7341_7.4
00	PE_Scaf7341_7.5
00	PE_Scaf7341_8.6
00	PE_Scaf7341_8.8
01	PE_Scaf7342_0.10
00	PE_Scaf7342_0.15
00	PE_Scaf7342_0.9
11	PE_Scaf7343_0.2
00	PE_Scaf7345_1.5
NA0	PE_Scaf7345_2.11
00	PE_Scaf7346_2.6
00	PE_Scaf7346_2.7
01	PE_Scaf7346_2.8
01	PE_Scaf7346_3.5
11	PE_Scaf7346_3.6
00	PE_Scaf7346_4.0
00	PE_Scaf7346_4.1
00	PE_Scaf7346_4.2
00	PE_Scaf7346_4.3
10	PE_Scaf7346_5.2
11	PE_Scaf7346_6.10
01	PE_Scaf7346_6.18
01	PE_Scaf7346_6.19
11	PE_Scaf7346_6.20
00	PE_Scaf7346_7.5
01	PE_Scaf7346_7.6
00	PE_Scaf735_1.5
00	PE_Scaf735_1.7
11	PE_Scaf735_10.3
01	PE_Scaf735_11.14
00	PE_Scaf735_11.15
00	PE_Scaf735_12.15
00	PE_Scaf735_13.3
00	PE_Scaf735_13.5
11	PE_Scaf735_14.10
00	PE_Scaf735_14.12
11	PE_Scaf735_14.15
11	PE_Scaf735_16.11
01	PE_Scaf735_16.9
00	PE_Scaf735_18.3
01	PE_Scaf735_2.5
00	PE_Scaf735_20.0
00	PE_Scaf735_20.12
11	PE_Scaf735_3.2
01	PE_Scaf735_3.5
11	PE_Scaf735_3.6
11	PE_Scaf735_5.3
11	PE_Scaf735_5.4
11	PE_Scaf735_6.3
01	PE_Scaf735_7.13
10	PE_Scaf735_7.15
10	PE_Scaf735_7.5
11	PE_Scaf735_8.6
00	PE_Scaf735_8.9
01	PE_Scaf7350_0.2
11	PE_Scaf7350_1.4
01	PE_Scaf7350_1.5
00	PE_Scaf7350_2.8
01	PE_Scaf7350_2.9
NANA	PE_Scaf7352_0.0
11	PE_Scaf7353_0.3
00	PE_Scaf7356_0.3
0NA	PE_Scaf7357_0.1
NANA	PE_Scaf7360_0.4
00	PE_Scaf7360_0.8
11	PE_Scaf7362_1.3
11	PE_Scaf7362_1.9
1NA	PE_Scaf7365_0.0
00	PE_Scaf7366_0.5
01	PE_Scaf7366_2.2
01	PE_Scaf7366_5.4
11	PE_Scaf7366_5.5
10	PE_Scaf7367_1.0
11	PE_Scaf7367_1.3
00	PE_Scaf7367_2.3
01	PE_Scaf7367_3.5
01	PE_Scaf7367_3.6
00	PE_Scaf7367_3.7
00	PE_Scaf7367_4.3
11	PE_Scaf7367_5.4
11	PE_Scaf7367_6.12
01	PE_Scaf7367_6.13
NA0	PE_Scaf7368_0.0
00	PE_Scaf7368_0.1
01	PE_Scaf7369_0.2
11	PE_Scaf7369_1.2
11	PE_Scaf7369_10.2
01	PE_Scaf7369_12.50
11	PE_Scaf7369_12.8
00	PE_Scaf7369_2.1
00	PE_Scaf7369_2.3
11	PE_Scaf7369_4.1
NA1	PE_Scaf7369_5.1
11	PE_Scaf7369_6.2
11	PE_Scaf7369_7.5
00	PE_Scaf7369_8.3
NA0	PE_Scaf737_0.1
10	PE_Scaf7373_0.0
01	PE_Scaf7373_0.1
10	PE_Scaf7373_0.3
11	PE_Scaf7373_0.5
01	PE_Scaf7375_0.1
00	PE_Scaf7376_3.10
11	PE_Scaf7376_3.6
11	PE_Scaf7376_3.8
00	PE_Scaf7376_4.3
00	PE_Scaf7376_4.4
00	PE_Scaf7379_0.4
00	PE_Scaf7379_0.5
11	PE_Scaf738_0.3
11	PE_Scaf7380_0.0
NA1	PE_Scaf7380_0.3
00	PE_Scaf7382_1.1
00	PE_Scaf7382_2.12
00	PE_Scaf7382_2.4
11	PE_Scaf7388_0.1
1NA	PE_Scaf7388_0.2
11	PE_Scaf7388_0.3
00	PE_Scaf7396_0.0
NA1	PE_Scaf7396_0.12
11	PE_Scaf7396_0.7
11	PE_Scaf7396_1.2
01	PE_Scaf7396_1.3
01	PE_Scaf7396_3.4
01	PE_Scaf7396_3.5
00	PE_Scaf7396_3.6
11	PE_Scaf7398_0.0
00	PE_Scaf7399_0.10
00	PE_Scaf7399_0.13
NA0	PE_Scaf7399_0.8
00	PE_Scaf740_0.1
00	PE_Scaf740_1.2
00	PE_Scaf7401_0.5
00	PE_Scaf7402_0.0
00	PE_Scaf7402_0.3
00	PE_Scaf7402_0.4
10	PE_Scaf7405_0.1
01	PE_Scaf7405_1.6
11	PE_Scaf7405_1.7
00	PE_Scaf7405_2.0
11	PE_Scaf7405_3.6
00	PE_Scaf7405_3.7
00	PE_Scaf7405_3.9
11	PE_Scaf7405_4.4
NA0	PE_Scaf7407_0.0
NA0	PE_Scaf7408_0.0
NA0	PE_Scaf7408_0.3
00	PE_Scaf7409_1.2
11	PE_Scaf7409_10.0
NA1	PE_Scaf7409_10.13
01	PE_Scaf7409_10.8
01	PE_Scaf7409_2.2
01	PE_Scaf7409_6.26
01	PE_Scaf7409_6.5
01	PE_Scaf7409_7.2
11	PE_Scaf7409_8.2
01	PE_Scaf7409_9.4
11	PE_Scaf7409_9.5
01	PE_Scaf741_1.1
11	PE_Scaf741_1.2
01	PE_Scaf741_1.3
11	PE_Scaf741_2.0
10	PE_Scaf7410_0.0
00	PE_Scaf7416_0.0
10	PE_Scaf7420_0.1
10	PE_Scaf7420_0.3
NANA	PE_Scaf7420_0.5
00	PE_Scaf7421_2.1
00	PE_Scaf7421_2.6
00	PE_Scaf7421_2.8
00	PE_Scaf7425_1.3
11	PE_Scaf7425_1.4
01	PE_Scaf7427_2.6
11	PE_Scaf7427_2.7
11	PE_Scaf7427_2.9
NA0	PE_Scaf7428_0.0
01	PE_Scaf743_0.5
11	PE_Scaf743_0.6
11	PE_Scaf743_1.6
11	PE_Scaf7430_1.2
11	PE_Scaf7430_2.2
01	PE_Scaf7430_2.6
11	PE_Scaf7430_2.7
11	PE_Scaf7430_4.1
11	PE_Scaf7430_4.2
01	PE_Scaf7430_4.5
00	PE_Scaf7430_5.1
00	PE_Scaf7430_5.10
00	PE_Scaf7430_5.12
11	PE_Scaf7431_0.6
00	PE_Scaf7433_0.3
11	PE_Scaf7433_1.16
11	PE_Scaf7433_1.2
00	PE_Scaf7433_1.24
00	PE_Scaf7433_1.25
NA1	PE_Scaf7433_1.27
11	PE_Scaf7433_1.3
11	PE_Scaf7433_1.4
NA0	PE_Scaf7433_1.5
11	PE_Scaf7433_1.6
11	PE_Scaf7433_1.7
11	PE_Scaf7433_1.8
NA0	PE_Scaf7433_1.9
00	PE_Scaf744_0.0
11	PE_Scaf7440_0.7
00	PE_Scaf7440_0.8
00	PE_Scaf7441_0.3
00	PE_Scaf7447_0.0
00	PE_Scaf7447_0.10
00	PE_Scaf7447_0.11
11	PE_Scaf745_0.3
00	PE_Scaf7458_0.3
11	PE_Scaf7459_0.2
11	PE_Scaf7459_0.4
00	PE_Scaf746_1.0
01	PE_Scaf746_1.3
11	PE_Scaf746_2.5
01	PE_Scaf746_2.6
00	PE_Scaf7461_0.7
NA0	PE_Scaf7461_0.9
11	PE_Scaf7462_1.6
00	PE_Scaf7462_2.0
00	PE_Scaf7463_0.5
10	PE_Scaf7463_1.2
00	PE_Scaf7463_1.3
00	PE_Scaf7464_1.0
11	PE_Scaf7464_1.4
11	PE_Scaf7464_2.10
01	PE_Scaf7464_2.9
11	PE_Scaf7464_3.10
00	PE_Scaf7464_3.12
NA0	PE_Scaf7464_3.13
00	PE_Scaf7464_3.9
00	PE_Scaf7465_0.5
00	PE_Scaf7465_0.6
00	PE_Scaf7467_0.2
11	PE_Scaf7470_0.0
11	PE_Scaf7472_0.4
00	PE_Scaf7473_4.1
00	PE_Scaf7473_4.5
11	PE_Scaf7473_4.6
01	PE_Scaf7473_5.4
NA1	PE_Scaf7473_6.1
00	PE_Scaf7473_6.6
NANA	PE_Scaf7475_0.0
11	PE_Scaf7476_0.1
00	PE_Scaf7476_0.10
11	PE_Scaf7476_0.2
01	PE_Scaf7477_1.6
11	PE_Scaf7477_1.7
01	PE_Scaf7478_10.3
11	PE_Scaf7478_13.3
11	PE_Scaf7478_13.4
01	PE_Scaf7478_14.2
11	PE_Scaf7478_18.7
10	PE_Scaf7478_18.8
00	PE_Scaf7478_18.9
00	PE_Scaf7478_3.3
01	PE_Scaf7478_6.0
11	PE_Scaf7478_7.5
10	PE_Scaf7478_8.10
11	PE_Scaf7478_8.5
11	PE_Scaf7478_8.9
00	PE_Scaf7480_0.4
NA1	PE_Scaf7486_0.1
11	PE_Scaf7486_1.10
NA1	PE_Scaf7486_1.11
11	PE_Scaf7486_1.9
11	PE_Scaf7487_0.3
01	PE_Scaf7487_2.3
11	PE_Scaf7487_3.10
00	PE_Scaf7487_3.2
11	PE_Scaf7489_0.0
11	PE_Scaf7489_0.4
NANA	PE_Scaf7494_0.0
NANA	PE_Scaf7496_4.0
00	PE_Scaf7496_4.17
01	PE_Scaf7496_4.18
00	PE_Scaf7496_4.2
00	PE_Scaf7496_4.3
00	PE_Scaf7498_0.3
11	PE_Scaf7498_1.10
01	PE_Scaf7498_1.14
01	PE_Scaf7498_1.15
11	PE_Scaf7498_1.2
01	PE_Scaf7498_1.22
11	PE_Scaf7498_1.5
11	PE_Scaf7499_0.3
NA1	PE_Scaf7500_0.3
11	PE_Scaf7506_0.11
01	PE_Scaf7506_0.12
01	PE_Scaf7511_0.3
00	PE_Scaf7511_2.0
11	PE_Scaf7511_2.5
NA1	PE_Scaf7514_0.7
00	PE_Scaf7514_0.8
00	PE_Scaf7515_0.0
01	PE_Scaf7515_0.4
NA0	PE_Scaf7515_0.5
00	PE_Scaf7516_1.10
00	PE_Scaf7516_1.11
00	PE_Scaf7516_1.16
00	PE_Scaf7519_0.0
00	PE_Scaf752_0.2
NA0	PE_Scaf7521_0.5
11	PE_Scaf7521_0.7
00	PE_Scaf7521_1.0
00	PE_Scaf7521_2.0
11	PE_Scaf7521_2.5
01	PE_Scaf7521_2.6
01	PE_Scaf7521_2.7
NA0	PE_Scaf7523_0.2
01	PE_Scaf7523_1.11
11	PE_Scaf7523_1.13
01	PE_Scaf7523_1.15
11	PE_Scaf7523_1.17
11	PE_Scaf7523_1.18
NA1	PE_Scaf7523_1.2
01	PE_Scaf7524_2.4
00	PE_Scaf7524_3.8
00	PE_Scaf7528_0.0
00	PE_Scaf7528_0.1
00	PE_Scaf7528_0.9
00	PE_Scaf753_1.0
00	PE_Scaf753_3.0
00	PE_Scaf753_3.1
00	PE_Scaf753_3.2
00	PE_Scaf7530_0.3
01	PE_Scaf7530_2.6
00	PE_Scaf7534_0.0
00	PE_Scaf7534_0.3
00	PE_Scaf7537_0.3
00	PE_Scaf7538_0.4
00	PE_Scaf7538_0.5
NA1	PE_Scaf7540_0.2
NA0	PE_Scaf7540_2.10
00	PE_Scaf7540_2.16
11	PE_Scaf7540_2.9
00	PE_Scaf7542_1.5
00	PE_Scaf7542_12.6
00	PE_Scaf7542_12.8
00	PE_Scaf7542_2.4
00	PE_Scaf7542_4.7
00	PE_Scaf7542_4.9
00	PE_Scaf7542_6.3
00	PE_Scaf7542_8.0
00	PE_Scaf7542_9.1
00	PE_Scaf7542_9.3
00	PE_Scaf7544_0.1
00	PE_Scaf7544_0.2
00	PE_Scaf7544_0.3
11	PE_Scaf7547_1.3
01	PE_Scaf7547_3.4
11	PE_Scaf7547_3.5
00	PE_Scaf7547_3.6
00	PE_Scaf7547_4.4
00	PE_Scaf7547_4.5
00	PE_Scaf7547_5.13
00	PE_Scaf7547_5.22
10	PE_Scaf7547_5.26
00	PE_Scaf7547_5.7
00	PE_Scaf7548_2.4
11	PE_Scaf7548_2.5
01	PE_Scaf7548_5.15
01	PE_Scaf7548_5.16
11	PE_Scaf7548_5.17
00	PE_Scaf7549_1.0
11	PE_Scaf7550_0.3
11	PE_Scaf7550_1.3
00	PE_Scaf7552_0.3
01	PE_Scaf7552_0.6
11	PE_Scaf7553_0.2
11	PE_Scaf7553_1.9
00	PE_Scaf7555_0.0
