mean_binary_idx	mRNA
00	maker-ctg2233_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg2234_pilon-augustus-gene-0.9-mRNA-1
00	maker-ctg2237_pilon-protein2genome-gene-0.8-mRNA-1
00	maker-ctg2238_pilon-augustus-gene-0.0-mRNA-1
01	maker-ctg224_pilon-augustus-gene-1.15-mRNA-1
00	maker-ctg224_pilon-augustus-gene-1.19-mRNA-1
00	maker-ctg224_pilon-augustus-gene-1.20-mRNA-1
00	maker-ctg224_pilon-augustus-gene-1.21-mRNA-1
00	maker-ctg224_pilon-augustus-gene-1.22-mRNA-1
00	maker-ctg224_pilon-augustus-gene-2.21-mRNA-1
00	maker-ctg224_pilon-augustus-gene-2.26-mRNA-1
01	maker-ctg224_pilon-augustus-gene-3.26-mRNA-1
00	maker-ctg224_pilon-augustus-gene-3.34-mRNA-1
01	maker-ctg224_pilon-augustus-gene-3.35-mRNA-1
01	maker-ctg224_pilon-augustus-gene-4.4-mRNA-1
01	maker-ctg224_pilon-augustus-gene-5.23-mRNA-1
01	maker-ctg224_pilon-augustus-gene-5.25-mRNA-1
01	maker-ctg224_pilon-augustus-gene-5.29-mRNA-1
00	maker-ctg224_pilon-augustus-gene-7.37-mRNA-1
00	maker-ctg224_pilon-augustus-gene-7.38-mRNA-1
00	maker-ctg224_pilon-augustus-gene-7.39-mRNA-1
00	maker-ctg224_pilon-protein2genome-gene-1.36-mRNA-1
11	maker-ctg224_pilon-protein2genome-gene-3.52-mRNA-1
00	maker-ctg2240_pilon-est_gff_est2genome-gene-0.1-mRNA-1
NA0	maker-ctg2241_pilon-augustus-gene-0.15-mRNA-1
00	maker-ctg2248_pilon-protein2genome-gene-0.2-mRNA-1
11	maker-ctg225_pilon-augustus-gene-0.31-mRNA-1
00	maker-ctg225_pilon-augustus-gene-2.3-mRNA-1
00	maker-ctg225_pilon-augustus-gene-3.19-mRNA-1
00	maker-ctg225_pilon-est_gff_est2genome-gene-0.11-mRNA-1
00	maker-ctg2251_pilon-est_gff_est2genome-gene-0.2-mRNA-1
00	maker-ctg2255_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg226_pilon-augustus-gene-1.36-mRNA-1
01	maker-ctg226_pilon-augustus-gene-1.42-mRNA-1
01	maker-ctg226_pilon-augustus-gene-2.2-mRNA-1
01	maker-ctg226_pilon-augustus-gene-2.3-mRNA-1
00	maker-ctg226_pilon-augustus-gene-2.6-mRNA-1
01	maker-ctg226_pilon-augustus-gene-4.40-mRNA-1
00	maker-ctg226_pilon-est_gff_est2genome-gene-1.33-mRNA-1
00	maker-ctg226_pilon-protein2genome-gene-4.1-mRNA-1
00	maker-ctg2265_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg2267_pilon-protein2genome-gene-0.0-mRNA-1
01	maker-ctg227_pilon-augustus-gene-0.22-mRNA-1
11	maker-ctg227_pilon-augustus-gene-1.6-mRNA-1
01	maker-ctg227_pilon-augustus-gene-1.9-mRNA-1
00	maker-ctg227_pilon-augustus-gene-6.7-mRNA-1
00	maker-ctg227_pilon-protein2genome-gene-1.34-mRNA-1
00	maker-ctg2276_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg2276_pilon-protein2genome-gene-0.1-mRNA-1
NA1	maker-ctg2277_pilon-augustus-gene-0.3-mRNA-1
00	maker-ctg228_pilon-augustus-gene-2.17-mRNA-1
00	maker-ctg228_pilon-augustus-gene-3.39-mRNA-1
00	maker-ctg228_pilon-augustus-gene-5.11-mRNA-1
01	maker-ctg228_pilon-augustus-gene-7.16-mRNA-1
11	maker-ctg228_pilon-augustus-gene-7.17-mRNA-1
00	maker-ctg228_pilon-est_gff_est2genome-gene-2.29-mRNA-1
00	maker-ctg228_pilon-protein2genome-gene-2.25-mRNA-1
00	maker-ctg228_pilon-protein2genome-gene-2.27-mRNA-1
00	maker-ctg228_pilon-protein2genome-gene-4.26-mRNA-1
00	maker-ctg229_pilon-augustus-gene-1.50-mRNA-1
00	maker-ctg229_pilon-augustus-gene-3.0-mRNA-1
00	maker-ctg229_pilon-augustus-gene-3.2-mRNA-1
00	maker-ctg229_pilon-augustus-gene-4.58-mRNA-1
00	maker-ctg229_pilon-est_gff_est2genome-gene-4.0-mRNA-1
00	maker-ctg2293_pilon-est_gff_est2genome-gene-0.3-mRNA-1
0NA	maker-ctg2293_pilon-est_gff_est2genome-gene-0.5-mRNA-1
00	maker-ctg2294_pilon-augustus-gene-0.4-mRNA-1
00	maker-ctg2297_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg23_pilon-augustus-gene-1.22-mRNA-1
11	maker-ctg23_pilon-augustus-gene-10.27-mRNA-1
00	maker-ctg23_pilon-augustus-gene-10.32-mRNA-1
00	maker-ctg23_pilon-augustus-gene-10.40-mRNA-1
00	maker-ctg23_pilon-augustus-gene-3.28-mRNA-1
00	maker-ctg23_pilon-augustus-gene-3.31-mRNA-1
01	maker-ctg23_pilon-augustus-gene-5.46-mRNA-1
00	maker-ctg23_pilon-augustus-gene-6.27-mRNA-1
00	maker-ctg23_pilon-augustus-gene-6.28-mRNA-1
00	maker-ctg23_pilon-augustus-gene-6.32-mRNA-1
00	maker-ctg23_pilon-augustus-gene-7.0-mRNA-1
00	maker-ctg23_pilon-augustus-gene-7.1-mRNA-1
00	maker-ctg23_pilon-augustus-gene-8.44-mRNA-1
00	maker-ctg23_pilon-augustus-gene-8.52-mRNA-1
00	maker-ctg23_pilon-augustus-gene-9.18-mRNA-1
11	maker-ctg23_pilon-est_gff_est2genome-gene-5.39-mRNA-1
00	maker-ctg23_pilon-protein2genome-gene-10.52-mRNA-1
00	maker-ctg23_pilon-protein2genome-gene-6.50-mRNA-1
00	maker-ctg230_pilon-augustus-gene-0.15-mRNA-1
11	maker-ctg230_pilon-augustus-gene-1.0-mRNA-1
01	maker-ctg230_pilon-augustus-gene-1.2-mRNA-1
11	maker-ctg230_pilon-augustus-gene-1.3-mRNA-1
11	maker-ctg230_pilon-augustus-gene-1.5-mRNA-1
11	maker-ctg230_pilon-augustus-gene-1.7-mRNA-1
01	maker-ctg230_pilon-augustus-gene-1.8-mRNA-1
00	maker-ctg230_pilon-augustus-gene-2.0-mRNA-1
00	maker-ctg230_pilon-augustus-gene-3.21-mRNA-1
01	maker-ctg230_pilon-augustus-gene-4.15-mRNA-1
01	maker-ctg230_pilon-augustus-gene-4.17-mRNA-1
10	maker-ctg230_pilon-augustus-gene-4.19-mRNA-1
01	maker-ctg230_pilon-augustus-gene-4.21-mRNA-1
11	maker-ctg230_pilon-augustus-gene-5.21-mRNA-1
00	maker-ctg230_pilon-augustus-gene-5.23-mRNA-1
00	maker-ctg230_pilon-est_gff_est2genome-gene-4.1-mRNA-1
11	maker-ctg230_pilon-est_gff_est2genome-gene-5.37-mRNA-1
00	maker-ctg230_pilon-protein2genome-gene-0.11-mRNA-1
00	maker-ctg230_pilon-protein2genome-gene-0.9-mRNA-1
11	maker-ctg230_pilon-protein2genome-gene-1.31-mRNA-1
00	maker-ctg230_pilon-protein2genome-gene-2.5-mRNA-1
00	maker-ctg230_pilon-protein2genome-gene-3.24-mRNA-1
00	maker-ctg230_pilon-protein2genome-gene-6.0-mRNA-1
00	maker-ctg2307_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg231_pilon-augustus-gene-1.0-mRNA-1
01	maker-ctg231_pilon-augustus-gene-1.1-mRNA-1
00	maker-ctg231_pilon-augustus-gene-2.15-mRNA-1
00	maker-ctg231_pilon-augustus-gene-2.18-mRNA-1
NA0	maker-ctg231_pilon-augustus-gene-4.6-mRNA-1
11	maker-ctg2313_pilon-est_gff_est2genome-gene-0.0-mRNA-1
11	maker-ctg232_pilon-augustus-gene-2.11-mRNA-1
00	maker-ctg232_pilon-augustus-gene-2.7-mRNA-1
00	maker-ctg232_pilon-augustus-gene-3.48-mRNA-1
01	maker-ctg232_pilon-augustus-gene-3.50-mRNA-1
00	maker-ctg232_pilon-augustus-gene-3.52-mRNA-1
01	maker-ctg232_pilon-augustus-gene-4.66-mRNA-1
11	maker-ctg232_pilon-augustus-gene-4.69-mRNA-1
00	maker-ctg232_pilon-protein2genome-gene-0.23-mRNA-1
1NA	maker-ctg2322_pilon-protein2genome-gene-0.0-mRNA-1
01	maker-ctg233_pilon-augustus-gene-1.10-mRNA-1
11	maker-ctg233_pilon-augustus-gene-1.3-mRNA-1
00	maker-ctg233_pilon-augustus-gene-2.10-mRNA-1
01	maker-ctg233_pilon-augustus-gene-2.11-mRNA-1
11	maker-ctg233_pilon-augustus-gene-3.9-mRNA-1
11	maker-ctg233_pilon-augustus-gene-5.30-mRNA-1
01	maker-ctg233_pilon-augustus-gene-6.27-mRNA-1
01	maker-ctg233_pilon-augustus-gene-6.33-mRNA-1
00	maker-ctg233_pilon-augustus-gene-7.7-mRNA-1
01	maker-ctg233_pilon-augustus-gene-8.158-mRNA-1
11	maker-ctg233_pilon-augustus-gene-8.164-mRNA-1
01	maker-ctg233_pilon-augustus-gene-9.74-mRNA-1
00	maker-ctg233_pilon-est_gff_blastn-gene-4.16-mRNA-1
00	maker-ctg233_pilon-est_gff_est2genome-gene-5.0-mRNA-1
00	maker-ctg233_pilon-est_gff_est2genome-gene-9.0-mRNA-1
10	maker-ctg233_pilon-protein2genome-gene-3.40-mRNA-1
11	maker-ctg233_pilon-protein2genome-gene-5.29-mRNA-1
00	maker-ctg233_pilon-protein2genome-gene-8.46-mRNA-1
00	maker-ctg2330_pilon-augustus-gene-0.11-mRNA-1
00	maker-ctg2330_pilon-augustus-gene-0.13-mRNA-1
11	maker-ctg2337_pilon-augustus-gene-0.9-mRNA-1
00	maker-ctg2337_pilon-est_gff_est2genome-gene-0.4-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.37-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.44-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.51-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.53-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.78-mRNA-1
00	maker-ctg234_pilon-augustus-gene-0.87-mRNA-1
00	maker-ctg2344_pilon-protein2genome-gene-0.0-mRNA-1
01	maker-ctg235_pilon-augustus-gene-0.21-mRNA-1
00	maker-ctg235_pilon-augustus-gene-1.25-mRNA-1
01	maker-ctg235_pilon-augustus-gene-1.29-mRNA-1
11	maker-ctg235_pilon-augustus-gene-1.33-mRNA-1
00	maker-ctg235_pilon-augustus-gene-2.45-mRNA-1
00	maker-ctg235_pilon-augustus-gene-3.51-mRNA-1
01	maker-ctg235_pilon-augustus-gene-4.11-mRNA-1
00	maker-ctg235_pilon-est_gff_est2genome-gene-3.18-mRNA-1
00	maker-ctg235_pilon-protein2genome-gene-2.17-mRNA-1
00	maker-ctg2356_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg236_pilon-augustus-gene-0.37-mRNA-1
01	maker-ctg236_pilon-augustus-gene-0.41-mRNA-1
01	maker-ctg236_pilon-augustus-gene-0.42-mRNA-1
00	maker-ctg236_pilon-augustus-gene-1.30-mRNA-1
01	maker-ctg236_pilon-augustus-gene-1.37-mRNA-1
01	maker-ctg236_pilon-augustus-gene-1.39-mRNA-1
01	maker-ctg236_pilon-augustus-gene-2.33-mRNA-1
01	maker-ctg236_pilon-augustus-gene-2.37-mRNA-1
11	maker-ctg236_pilon-augustus-gene-2.42-mRNA-1
01	maker-ctg236_pilon-augustus-gene-3.0-mRNA-1
11	maker-ctg236_pilon-augustus-gene-3.11-mRNA-1
01	maker-ctg236_pilon-augustus-gene-3.15-mRNA-1
11	maker-ctg236_pilon-augustus-gene-3.20-mRNA-1
11	maker-ctg236_pilon-augustus-gene-3.3-mRNA-1
01	maker-ctg236_pilon-augustus-gene-3.7-mRNA-1
00	maker-ctg236_pilon-augustus-gene-4.62-mRNA-1
11	maker-ctg236_pilon-augustus-gene-4.68-mRNA-1
00	maker-ctg236_pilon-augustus-gene-4.71-mRNA-1
00	maker-ctg236_pilon-augustus-gene-4.74-mRNA-1
00	maker-ctg236_pilon-augustus-gene-4.83-mRNA-1
00	maker-ctg236_pilon-protein2genome-gene-1.11-mRNA-1
00	maker-ctg236_pilon-protein2genome-gene-3.39-mRNA-1
00	maker-ctg236_pilon-protein2genome-gene-3.50-mRNA-1
01	maker-ctg2363_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg2365_pilon-protein2genome-gene-0.2-mRNA-1
11	maker-ctg2368_pilon-augustus-gene-0.5-mRNA-1
00	maker-ctg2368_pilon-est_gff_est2genome-gene-0.3-mRNA-1
00	maker-ctg237_pilon-augustus-gene-0.1-mRNA-1
11	maker-ctg237_pilon-augustus-gene-1.19-mRNA-1
00	maker-ctg237_pilon-augustus-gene-1.30-mRNA-1
01	maker-ctg237_pilon-augustus-gene-1.31-mRNA-1
01	maker-ctg237_pilon-augustus-gene-2.29-mRNA-1
01	maker-ctg237_pilon-augustus-gene-2.32-mRNA-1
01	maker-ctg237_pilon-augustus-gene-2.36-mRNA-1
00	maker-ctg237_pilon-augustus-gene-2.41-mRNA-1
00	maker-ctg237_pilon-augustus-gene-3.33-mRNA-1
10	maker-ctg237_pilon-augustus-gene-3.34-mRNA-1
01	maker-ctg237_pilon-augustus-gene-3.35-mRNA-1
00	maker-ctg237_pilon-augustus-gene-4.11-mRNA-1
11	maker-ctg237_pilon-augustus-gene-4.7-mRNA-1
01	maker-ctg237_pilon-augustus-gene-4.8-mRNA-1
01	maker-ctg237_pilon-protein2genome-gene-1.43-mRNA-1
00	maker-ctg237_pilon-protein2genome-gene-3.29-mRNA-1
NA1	maker-ctg2372_pilon-augustus-gene-0.7-mRNA-1
00	maker-ctg238_pilon-augustus-gene-0.30-mRNA-1
11	maker-ctg238_pilon-augustus-gene-1.20-mRNA-1
11	maker-ctg238_pilon-augustus-gene-1.21-mRNA-1
01	maker-ctg238_pilon-augustus-gene-1.37-mRNA-1
01	maker-ctg238_pilon-augustus-gene-2.48-mRNA-1
10	maker-ctg238_pilon-augustus-gene-2.61-mRNA-1
00	maker-ctg238_pilon-augustus-gene-3.44-mRNA-1
00	maker-ctg238_pilon-augustus-gene-3.48-mRNA-1
00	maker-ctg238_pilon-augustus-gene-3.56-mRNA-1
00	maker-ctg238_pilon-augustus-gene-3.57-mRNA-1
00	maker-ctg238_pilon-protein2genome-gene-3.38-mRNA-1
00	maker-ctg2381_pilon-augustus-gene-0.25-mRNA-1
00	maker-ctg2386_pilon-augustus-gene-0.16-mRNA-1
00	maker-ctg2386_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg2386_pilon-protein2genome-gene-0.9-mRNA-1
01	maker-ctg239_pilon-augustus-gene-0.30-mRNA-1
01	maker-ctg239_pilon-augustus-gene-1.66-mRNA-1
01	maker-ctg239_pilon-augustus-gene-1.67-mRNA-1
11	maker-ctg239_pilon-augustus-gene-1.78-mRNA-1
00	maker-ctg239_pilon-augustus-gene-1.85-mRNA-1
00	maker-ctg239_pilon-augustus-gene-2.23-mRNA-1
01	maker-ctg239_pilon-augustus-gene-2.29-mRNA-1
00	maker-ctg239_pilon-augustus-gene-3.17-mRNA-1
00	maker-ctg239_pilon-augustus-gene-3.20-mRNA-1
00	maker-ctg239_pilon-protein2genome-gene-0.21-mRNA-1
00	maker-ctg2391_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg2394_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg2397_pilon-est_gff_est2genome-gene-0.0-mRNA-1
00	maker-ctg24_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg24_pilon-augustus-gene-10.41-mRNA-1
00	maker-ctg24_pilon-augustus-gene-12.60-mRNA-1
01	maker-ctg24_pilon-augustus-gene-4.29-mRNA-1
01	maker-ctg24_pilon-augustus-gene-5.4-mRNA-1
00	maker-ctg24_pilon-augustus-gene-6.6-mRNA-1
00	maker-ctg24_pilon-augustus-gene-7.40-mRNA-1
00	maker-ctg24_pilon-augustus-gene-7.42-mRNA-1
00	maker-ctg24_pilon-augustus-gene-7.49-mRNA-1
00	maker-ctg24_pilon-augustus-gene-9.2-mRNA-1
00	maker-ctg24_pilon-est_gff_blastn-gene-9.26-mRNA-1
11	maker-ctg24_pilon-protein2genome-gene-12.100-mRNA-1
00	maker-ctg24_pilon-protein2genome-gene-7.33-mRNA-1
10	maker-ctg240_pilon-augustus-gene-2.5-mRNA-1
01	maker-ctg240_pilon-augustus-gene-3.28-mRNA-1
00	maker-ctg240_pilon-augustus-gene-4.8-mRNA-1
00	maker-ctg240_pilon-protein2genome-gene-2.35-mRNA-1
00	maker-ctg2405_pilon-augustus-gene-0.4-mRNA-1
00	maker-ctg2406_pilon-augustus-gene-0.24-mRNA-1
00	maker-ctg241_pilon-augustus-gene-1.22-mRNA-1
00	maker-ctg241_pilon-augustus-gene-2.25-mRNA-1
00	maker-ctg241_pilon-augustus-gene-2.26-mRNA-1
11	maker-ctg241_pilon-augustus-gene-2.35-mRNA-1
00	maker-ctg241_pilon-augustus-gene-4.26-mRNA-1
01	maker-ctg241_pilon-augustus-gene-4.56-mRNA-1
01	maker-ctg241_pilon-augustus-gene-6.45-mRNA-1
01	maker-ctg241_pilon-augustus-gene-7.0-mRNA-1
01	maker-ctg241_pilon-augustus-gene-7.13-mRNA-1
00	maker-ctg241_pilon-augustus-gene-7.4-mRNA-1
00	maker-ctg241_pilon-augustus-gene-7.9-mRNA-1
10	maker-ctg241_pilon-est_gff_est2genome-gene-2.3-mRNA-1
00	maker-ctg241_pilon-est_gff_est2genome-gene-2.4-mRNA-1
00	maker-ctg241_pilon-protein2genome-gene-6.0-mRNA-1
00	maker-ctg241_pilon-protein2genome-gene-7.69-mRNA-1
00	maker-ctg2410_pilon-augustus-gene-0.9-mRNA-1
00	maker-ctg2413_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg242_pilon-augustus-gene-1.14-mRNA-1
00	maker-ctg242_pilon-augustus-gene-2.1-mRNA-1
01	maker-ctg242_pilon-augustus-gene-2.6-mRNA-1
00	maker-ctg242_pilon-augustus-gene-3.45-mRNA-1
01	maker-ctg242_pilon-augustus-gene-3.47-mRNA-1
11	maker-ctg242_pilon-augustus-gene-3.52-mRNA-1
01	maker-ctg242_pilon-augustus-gene-3.56-mRNA-1
00	maker-ctg242_pilon-augustus-gene-5.9-mRNA-1
00	maker-ctg242_pilon-augustus-gene-6.27-mRNA-1
00	maker-ctg242_pilon-augustus-gene-7.27-mRNA-1
11	maker-ctg242_pilon-augustus-gene-7.30-mRNA-1
11	maker-ctg242_pilon-augustus-gene-7.37-mRNA-1
NA1	maker-ctg242_pilon-augustus-gene-8.0-mRNA-1
00	maker-ctg242_pilon-augustus-gene-8.34-mRNA-1
11	maker-ctg242_pilon-augustus-gene-8.4-mRNA-1
01	maker-ctg242_pilon-augustus-gene-8.6-mRNA-1
01	maker-ctg242_pilon-est_gff_est2genome-gene-7.10-mRNA-1
11	maker-ctg242_pilon-est_gff_est2genome-gene-7.16-mRNA-1
00	maker-ctg242_pilon-est_gff_est2genome-gene-8.64-mRNA-1
00	maker-ctg242_pilon-protein2genome-gene-0.5-mRNA-1
00	maker-ctg242_pilon-protein2genome-gene-1.21-mRNA-1
00	maker-ctg242_pilon-protein2genome-gene-6.13-mRNA-1
00	maker-ctg242_pilon-protein2genome-gene-6.15-mRNA-1
11	maker-ctg242_pilon-protein2genome-gene-7.20-mRNA-1
11	maker-ctg243_pilon-augustus-gene-2.0-mRNA-1
01	maker-ctg243_pilon-augustus-gene-2.10-mRNA-1
01	maker-ctg243_pilon-augustus-gene-2.7-mRNA-1
00	maker-ctg243_pilon-augustus-gene-3.1-mRNA-1
00	maker-ctg243_pilon-augustus-gene-3.5-mRNA-1
00	maker-ctg243_pilon-augustus-gene-3.6-mRNA-1
00	maker-ctg243_pilon-augustus-gene-4.81-mRNA-1
00	maker-ctg243_pilon-protein2genome-gene-3.39-mRNA-1
10	maker-ctg243_pilon-protein2genome-gene-4.47-mRNA-1
00	maker-ctg2438_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg2438_pilon-augustus-gene-0.3-mRNA-1
01	maker-ctg244_pilon-augustus-gene-0.23-mRNA-1
01	maker-ctg244_pilon-augustus-gene-1.23-mRNA-1
01	maker-ctg244_pilon-augustus-gene-1.25-mRNA-1
01	maker-ctg244_pilon-augustus-gene-1.29-mRNA-1
00	maker-ctg244_pilon-augustus-gene-1.30-mRNA-1
10	maker-ctg244_pilon-augustus-gene-1.33-mRNA-1
11	maker-ctg244_pilon-augustus-gene-2.20-mRNA-1
01	maker-ctg244_pilon-augustus-gene-2.22-mRNA-1
00	maker-ctg244_pilon-augustus-gene-2.26-mRNA-1
01	maker-ctg244_pilon-augustus-gene-3.28-mRNA-1
01	maker-ctg244_pilon-augustus-gene-4.2-mRNA-1
NA0	maker-ctg244_pilon-augustus-gene-4.5-mRNA-1
00	maker-ctg244_pilon-protein2genome-gene-2.47-mRNA-1
00	maker-ctg244_pilon-protein2genome-gene-2.60-mRNA-1
00	maker-ctg2443_pilon-protein2genome-gene-0.3-mRNA-1
00	maker-ctg2443_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg2444_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg2444_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg2447_pilon-protein2genome-gene-0.1-mRNA-1
00	maker-ctg245_pilon-augustus-gene-0.0-mRNA-1
01	maker-ctg245_pilon-augustus-gene-0.2-mRNA-1
01	maker-ctg245_pilon-augustus-gene-0.5-mRNA-1
01	maker-ctg245_pilon-augustus-gene-1.34-mRNA-1
11	maker-ctg245_pilon-augustus-gene-1.37-mRNA-1
00	maker-ctg245_pilon-augustus-gene-1.40-mRNA-1
00	maker-ctg245_pilon-augustus-gene-1.43-mRNA-1
00	maker-ctg245_pilon-augustus-gene-3.12-mRNA-1
01	maker-ctg245_pilon-augustus-gene-3.17-mRNA-1
00	maker-ctg2452_pilon-augustus-gene-0.1-mRNA-1
NA0	maker-ctg2453_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg2454_pilon-augustus-gene-0.0-mRNA-1
11	maker-ctg246_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg246_pilon-augustus-gene-0.9-mRNA-1
11	maker-ctg246_pilon-augustus-gene-1.41-mRNA-1
00	maker-ctg246_pilon-augustus-gene-2.65-mRNA-1
01	maker-ctg246_pilon-augustus-gene-2.72-mRNA-1
11	maker-ctg246_pilon-augustus-gene-2.74-mRNA-1
11	maker-ctg246_pilon-augustus-gene-3.0-mRNA-1
11	maker-ctg246_pilon-augustus-gene-4.15-mRNA-1
11	maker-ctg246_pilon-augustus-gene-6.27-mRNA-1
11	maker-ctg246_pilon-augustus-gene-6.28-mRNA-1
11	maker-ctg246_pilon-augustus-gene-6.30-mRNA-1
00	maker-ctg246_pilon-est_gff_blastn-gene-4.81-mRNA-1
01	maker-ctg246_pilon-est_gff_est2genome-gene-3.25-mRNA-1
11	maker-ctg246_pilon-protein2genome-gene-1.78-mRNA-1
11	maker-ctg246_pilon-protein2genome-gene-3.12-mRNA-1
00	maker-ctg246_pilon-protein2genome-gene-4.67-mRNA-1
11	maker-ctg246_pilon-protein2genome-gene-5.6-mRNA-1
11	maker-ctg2465_pilon-protein2genome-gene-0.3-mRNA-1
00	maker-ctg2467_pilon-augustus-gene-0.2-mRNA-1
NA1	maker-ctg247_pilon-augustus-gene-0.0-mRNA-1
11	maker-ctg247_pilon-augustus-gene-1.1-mRNA-1
01	maker-ctg247_pilon-augustus-gene-1.10-mRNA-1
11	maker-ctg247_pilon-augustus-gene-1.20-mRNA-1
11	maker-ctg247_pilon-augustus-gene-1.21-mRNA-1
01	maker-ctg247_pilon-augustus-gene-1.4-mRNA-1
01	maker-ctg247_pilon-augustus-gene-1.5-mRNA-1
01	maker-ctg247_pilon-augustus-gene-2.42-mRNA-1
01	maker-ctg247_pilon-augustus-gene-2.44-mRNA-1
00	maker-ctg247_pilon-augustus-gene-2.47-mRNA-1
11	maker-ctg247_pilon-augustus-gene-3.112-mRNA-1
00	maker-ctg247_pilon-augustus-gene-3.141-mRNA-1
11	maker-ctg247_pilon-augustus-gene-3.142-mRNA-1
01	maker-ctg247_pilon-augustus-gene-3.144-mRNA-1
11	maker-ctg247_pilon-augustus-gene-3.151-mRNA-1
11	maker-ctg247_pilon-augustus-gene-3.155-mRNA-1
00	maker-ctg247_pilon-protein2genome-gene-3.33-mRNA-1
00	maker-ctg247_pilon-protein2genome-gene-3.60-mRNA-1
00	maker-ctg2471_pilon-augustus-gene-0.3-mRNA-1
NA0	maker-ctg2475_pilon-augustus-gene-0.4-mRNA-1
01	maker-ctg248_pilon-augustus-gene-1.3-mRNA-1
01	maker-ctg248_pilon-augustus-gene-2.13-mRNA-1
11	maker-ctg248_pilon-augustus-gene-3.50-mRNA-1
11	maker-ctg248_pilon-augustus-gene-3.56-mRNA-1
11	maker-ctg248_pilon-protein2genome-gene-1.25-mRNA-1
00	maker-ctg248_pilon-protein2genome-gene-3.2-mRNA-1
01	maker-ctg248_pilon-protein2genome-gene-3.27-mRNA-1
00	maker-ctg2484_pilon-augustus-gene-0.3-mRNA-1
00	maker-ctg2488_pilon-est_gff_est2genome-gene-0.0-mRNA-1
01	maker-ctg249_pilon-augustus-gene-1.72-mRNA-1
11	maker-ctg249_pilon-augustus-gene-1.74-mRNA-1
11	maker-ctg249_pilon-augustus-gene-1.90-mRNA-1
11	maker-ctg249_pilon-augustus-gene-3.18-mRNA-1
00	maker-ctg249_pilon-augustus-gene-3.35-mRNA-1
01	maker-ctg249_pilon-augustus-gene-3.7-mRNA-1
11	maker-ctg25_pilon-augustus-gene-0.50-mRNA-1
00	maker-ctg25_pilon-augustus-gene-0.52-mRNA-1
01	maker-ctg25_pilon-augustus-gene-1.21-mRNA-1
01	maker-ctg25_pilon-augustus-gene-1.23-mRNA-1
11	maker-ctg25_pilon-augustus-gene-1.26-mRNA-1
11	maker-ctg25_pilon-augustus-gene-1.27-mRNA-1
01	maker-ctg25_pilon-augustus-gene-10.100-mRNA-1
11	maker-ctg25_pilon-augustus-gene-10.122-mRNA-1
11	maker-ctg25_pilon-augustus-gene-10.125-mRNA-1
NA0	maker-ctg25_pilon-augustus-gene-10.129-mRNA-1
00	maker-ctg25_pilon-augustus-gene-10.88-mRNA-1
01	maker-ctg25_pilon-augustus-gene-2.50-mRNA-1
01	maker-ctg25_pilon-augustus-gene-2.61-mRNA-1
00	maker-ctg25_pilon-augustus-gene-3.31-mRNA-1
11	maker-ctg25_pilon-augustus-gene-3.41-mRNA-1
00	maker-ctg25_pilon-augustus-gene-5.13-mRNA-1
00	maker-ctg25_pilon-augustus-gene-5.14-mRNA-1
01	maker-ctg25_pilon-augustus-gene-5.16-mRNA-1
00	maker-ctg25_pilon-augustus-gene-6.31-mRNA-1
01	maker-ctg25_pilon-augustus-gene-6.32-mRNA-1
10	maker-ctg25_pilon-augustus-gene-7.29-mRNA-1
01	maker-ctg25_pilon-augustus-gene-7.43-mRNA-1
00	maker-ctg25_pilon-augustus-gene-7.48-mRNA-1
00	maker-ctg25_pilon-augustus-gene-8.12-mRNA-1
01	maker-ctg25_pilon-augustus-gene-9.0-mRNA-1
11	maker-ctg25_pilon-augustus-gene-9.3-mRNA-1
11	maker-ctg25_pilon-est_gff_est2genome-gene-10.0-mRNA-1
00	maker-ctg25_pilon-est_gff_est2genome-gene-7.72-mRNA-1
11	maker-ctg25_pilon-protein2genome-gene-10.63-mRNA-1
00	maker-ctg25_pilon-protein2genome-gene-10.81-mRNA-1
00	maker-ctg25_pilon-protein2genome-gene-10.83-mRNA-1
10	maker-ctg25_pilon-protein2genome-gene-2.28-mRNA-1
